seller_id,seller_zip_code_prefix,seller_city,seller_state
869501e57c3d44eaaef6eb7d4837aefb,08038,guarulhos,SP
e2a3f074340545d8a73f908002cde76c,58290,vitoria,ES
8a86c94a76524dda944da0d03b10e39b,10963,niteroi,RJ
282c66fc278e47398ddb639dd0cbfbfa,80320,contagem,MG
e4ad4c3bbd6e41c29d7a26cf1623f34f,79067,ribeirao preto,SP
cce0f2e42fcd49c8ae8dfc988013ff37,43778,santos,SP
ba946241be504e1ea311c78770f08f12,84115,florianopolis,SC
8a4edd0ad99f4dd4b5a786476ef40e6b,60054,guarulhos,SP
d933f98d9bbc4acc90c3795d91e7cb47,30902,juiz de fora,MG
ee2c5f84a0fa4ca193492fabaaec2426,73487,guarulhos,SP
33bfa8ef4b8e4b73a72825cf7b164246,57603,santos,SP
f2fbc351d10d4a8f8cd5f00fa3395df2,90088,vitoria,ES
83b1beeff510405db79724764530fb75,12232,juiz de fora,MG
b1af5956653c48fb9c9dd6b59a0653d8,33302,aparecida de goiania,GO
4f0653f22c884c4e8c7a0cc8c3361d35,11752,goiania,GO
25b8206598644e0ca4a300b0550afcc7,21214,olinda,PE
4adf1916d8cd46bda072dc08c58dc5d2,94280,aparecida de goiania,GO
1de0da5389814227becaea5401de5f88,97948,campinas,SP
f7d0ad46f41a421f9ec0fc83edd6eb85,42507,olinda,PE
49b28c2afeb6445b9e37d807231fefc4,14965,guarulhos,SP
c71451f758714245843132852d68be29,01680,sao paulo,SP
d0efe511c61843acb7b570ca9ba32fa8,59292,guarulhos,SP
346f037768ec4581941819ebd5e979a0,36358,guarulhos,SP
e1730fe8d69e47359934f5870fed8925,18367,belo horizonte,MG
4e409a5c82354a92b5f5d11d265a6f65,25561,sao paulo,SP
695754d44364410e860d6511444964f7,59830,santos,SP
7e2f03a198384763b2b3d8edddd3ca72,14538,duque de caxias,RJ
97a3ef38076e464291a0e5c5fcc39e38,12746,rio de janeiro,RJ
9a8304071af642ff93c2f5b170567773,73642,maringa,PR
c610d25cc0bb41eebfd3cebee9e69c5b,79240,sao paulo,SP
1c8e206e815c4a4098c82c08416baea4,43523,ribeirao preto,SP
73db151a27604bb08ece76e441bb175c,02617,santos,SP
794bfa5850ae4fe8bf20be4566a3f376,55238,guarulhos,SP
a594d142574a4d809564d3288c8ac6ee,12101,juiz de fora,MG
fd72157b74ff4be6b48f50e2469dba8c,75967,niteroi,RJ
bf2a9186ed72447ea26e3e88c005211d,23227,ribeirao preto,SP
bfd8766ef8ed476aa768cce63489891c,23216,santos,SP
3d0eaf5d11d94e5bbb5149e69d51b722,36247,campinas,SP
24acd30fa7fd48e68f0d33115e0818d3,36180,anindeua,PA
ce2f0b5c51754ccca0f4a9a821b541dc,20127,santos,SP
965529391ebf428e8da44edcc6a155e2,22916,florianopolis,SC
adc7f02c2ae74a31b8025583979a1734,37170,canoas,RS
a067cd8d6c4a46419564a110bbde8baa,40289,santos,SP
800f4995a1894b72b84a14cc7e8aa27e,11082,dourados,MS
c2948f55750d4509bcd94f03febb2cf4,33990,maringa,PR
dcca86a278f64561bf0b94c9f0e6ce4e,95489,caxias do sul,RS
d082d46f01074a7ca1f88d991ef24fd4,78831,santos,SP
3568876eeb6d42c3ade15301c96e9cd1,61012,uberlandia,MG
0bbda269abd945c7a45ab11b801a6af0,18758,sao paulo,SP
d8049f7990234e78b3a7c9ea1b1cb6a7,01887,guarulhos,SP
2272c1e7f4ec4fb889c8576d2d746693,44544,feira de santana,BA
b35584ac4b45432d9b28193f431d0267,44193,aparecida de goiania,GO
cf04695f54e24af58fa2525d85afe2cc,44874,santos,SP
86736e5b5da4426ea6252a3f110985c4,86332,joinville,SC
87ff7b51b27744f9affb05c4bd09836b,40378,londrina,PR
b2c8e1070134437dab874615dc7e0f90,80064,guarulhos,SP
e38ff5a10805476985231a850d6f338f,63784,niteroi,RJ
17537ec37090497699d39b9a37f1b8b2,24283,nova iguacu,RJ
830fe5688b4441078377dfd73993ec16,42830,ponta grossa,PR
d1d2dabb3db64df6bfa0a2f830dd5075,97321,feira de santana,BA
3c402dca3ec34717b78825b748978928,76481,santos,SP
b8109c44d82844ae98e218e8d9e649f4,43714,uberlandia,MG
fcd7b7de8d0a4ca69360132409837db8,37739,ponta grossa,PR
bbf5066bc5024b5c87785fc18cc47f29,48843,joinville,SC
86cef5553b5f4fb88b5d0677c838451f,74905,sao paulo,SP
a29abef222af45dba6f3dd8da063bbfa,78624,niteroi,RJ
c7025a6a160643b6ab6fd7f7f1cf00e2,24583,vitoria da conquista,BA
3e7630f724e34fea9c04af6f8b94ada5,04527,ribeirao preto,SP
1abe1b53bf9b40d69b8fba1dc2784a97,93847,duque de caxias,RJ
b9335e641ade4c1288cfe71ffcd2412b,58469,florianopolis,SC
ba8ee31cc5f94d9fb639b8a499e6f316,91811,guarulhos,SP
bbb06ff05981498b9ceb7daa9623b950,54627,salvador,BA
3ecb6df9f09b480291f9244d640a313a,19242,santos,SP
b8cc990b4235437fa9a3cf7822794287,32722,guarulhos,SP
6c8ec14a7c23445c8ae02caabeafc1f9,87332,guarulhos,SP
e59ad6b792a34220bde506f86d47910f,94747,campinas,SP
b13818747e8440bcba518f9ac80d790e,50412,santos,SP
7ea8330c292f47dc8e79061718f97290,59860,porto alegre,RS
bbcc1866524f46fda35451b398cfc231,63814,ribeirao preto,SP
6859207d24cf44dbad815059d18248a8,53534,jaboatao,PE
181293d1324343a58385f28347ed2b99,72256,duque de caxias,RJ
77eefd4e6284497c815d53c2aeefe5b1,48124,rio de janeiro,RJ
5997dd249a6849289be2f5453471f824,15335,rio de janeiro,RJ
5e9d04e5590149a5bd884890d5ab541b,87193,caxias do sul,RS
9e4bf387d06744149001968459e25270,22802,nova iguacu,RJ
839bff668aa84254909d07c17b0ce039,06806,ribeirao preto,SP
43ad5b03d32f42fe86abcbd3e2839ff9,99655,brasilia,DF
21da0c0021de4d0081c5b9bd05c2064e,57420,nova iguacu,RJ
2a1734dbc6c54fb2a41fca7bf6a054ab,02382,sao paulo,SP
3d1025defac74227b7900fc55f9c50ad,34913,rio de janeiro,RJ
881214f1c62d4369aecdfa40d21fa9c9,67935,uberlandia,MG
5ceb2e2c614d45a3843be244f241c99f,74137,ribeirao preto,SP
7897f0435c544067b7bf6c2a671eba2b,91133,blumenau,SC
a0f3829324384e25840331f644695be5,59429,uberlandia,MG
afc644afc33a4262acf382cd01513f61,52266,contagem,MG
8531feb0680f46588cd4df00bb398eb9,90070,duque de caxias,RJ
a04bc34710c640578f3a9cc275e27dcc,46215,fortaleza,CE
c6424b51e2b944d193d2f60c5154e023,64277,sao paulo,SP
ab72415c99dc44719747d1b3e655ef9c,39722,belo horizonte,MG
ebc3575ef3094eca94ac93f9a5ff5aa1,12253,santos,SP
674952f0bee74cd88d913e96a005d5df,96702,curitiba,PR
a962a6a2d2694c48a84338d144ec1e53,46656,campinas,SP
8f81e6faf7e840db810f5c917be67f17,45966,guarulhos,SP
b5307a26bad44ced93b8bd94c7e3bdb5,28114,joinville,SC
b775133305c04503a06538c4d05a5e54,46652,duque de caxias,RJ
61a4ee69733a43738476170a2d8d6025,13795,santos,SP
4551ab76b6564b02a813e0fcd44c3857,95633,juiz de fora,MG
447cf23c8cf6414b920eaa88822a07ae,42800,canoas,RS
a0068e887184498a967bcfdacad24410,40356,sao paulo,SP
0aa4c8b4b111459c983b344037e47695,94163,sao paulo,SP
e188f0c1100c43b598688fa0ccd93efb,03960,fortaleza,CE
0096b80b77ed4cb39d10acecf17c27c1,85930,contagem,MG
f9acb2da81564fe2a497ccbaedc93bcd,89754,sao paulo,SP
e7bf613f1a734ddd899749415aae7ad7,98057,florianopolis,SC
db712f551f914e3781e5c7ef92a0874a,68632,niteroi,RJ
d1bc7d69a5e7488c9747c168f588a64f,73339,campinas,SP
983c305967aa408389c63b9c6b5b7e8a,44383,campinas,SP
e3ee005b86444e838eb17b25aaf5fa92,56885,ribeirao preto,SP
e8c6311846764982bed17bd6aa55029f,31389,feira de santana,BA
a5620489d9a543198ea5318ae51c4de7,83543,santos,SP
386b6e4e3fe54356847149d182a519a6,25430,campinas,SP
149609917d1d45d196ae8321ffb9d927,52849,aparecida de goiania,GO
46f20ef61b1344d39575d13033136370,97650,sao paulo,SP
fa89c34084d54bbda9d3bb8266a7df36,59926,uberlandia,MG
ca205cb8f3f3480ba2f3cce7981af167,57302,ribeirao preto,SP
90f4fe0f9382400285d7700fca3889d9,01583,juiz de fora,MG
bf4a4c77fe474b4eb46f0d8b4a1053de,27972,campinas,SP
8a982ec81025432293b2e5f7ff4c195a,99608,guarulhos,SP
e55be819b850405f80642da5a1d80a6c,76674,belo horizonte,MG
324955c0a2414c7e92172ac9fa67e54f,71371,porto alegre,RS
d2497e992cbe440e9dad034107f2ba30,48945,caxias do sul,RS
8b1785c9aeaf4104958a446457447fe9,26830,contagem,MG
c3958abcb74a450099e97e971a6904e4,15936,duque de caxias,RJ
8a8ac330a657451f946809d97f53e137,88910,nova iguacu,RJ
0dc3d56bf57943b5ab1d355e552b1930,70168,juiz de fora,MG
4c9723b12ece491685960a93eb7e42ca,79246,pelotas,RS
19be1dcd177342e0b6b553ef570f38df,81125,juiz de fora,MG
3581b7bb4ed64b949df8ebd17b307a00,77939,juiz de fora,MG
f482d1a205aa462a80ee572de2860cf2,46603,sao paulo,SP
8069120bc28945a1926d63d2f98b0e7c,61012,guarulhos,SP
81b32eb8bfb74c4fb8c70da2a783b122,23613,ribeirao preto,SP
e6ab9550e644400bab3ee1abd0ad0cf4,93535,serra,ES
4a6d3596c83942849ab928ac6fe5e472,81541,maringa,PR
e09ea100fe8a4c9eb93c02681b1c6d83,89094,belo horizonte,MG
c8992918eed848feb4861f332a754fc7,42049,campinas,SP
a73e0b551ac54d56a42d2ce271717de6,32270,sao paulo,SP
d95fb08601f64efe96a7becaf1858acd,16328,aparecida de goiania,GO
6ab3b7a01f004ddb8785ede7e7249e3e,49929,goiania,GO
63bc509796054afa97d0aa076931d9c3,67954,campinas,SP
c893eea8a8a440dfa8ec944720308f17,55819,joinville,SC
279623e42d6f485690281d04bc459de0,76340,niteroi,RJ
a7590f6c6e1f445d9e857b622b2eae37,56448,santos,SP
d995b6f09d204c9290bdd557ca41b857,64788,londrina,PR
a756ecd4c69c4dd5b835da2108752452,73733,uberlandia,MG
d7f7b49c388a4387839edb90c9d0f4a2,65178,florianopolis,SC
0e874e8814194209ae8dd26d44fa4747,19388,guarulhos,SP
bb3be53e6ded4f12aae05a15bb0d3d27,42232,campinas,SP
2e323feb0c9445ec9155709894ec4c1c,82187,santos,SP
241a77a3092a4248ad3ee8b5c2289cfd,48059,sao paulo,SP
c0e4d10ff5084a5c833ad3e4b478d7f5,64518,rio de janeiro,RJ
f7f3f62c4a4d4312a430f81a4312b42a,26575,campinas,SP
c24c1f02f2e645d2addc8599549790f2,74607,duque de caxias,RJ
516e7df928144bf5a9d18a2a1a114108,86599,ribeirao preto,SP
4d90bf515c3941568e6887fbbf4bcc0b,54626,ponta grossa,PR
bc17cde857b449fcb198dd77c2baae97,55477,juiz de fora,MG
7e088ac69218404c88c878886ba75f50,65054,juiz de fora,MG
3fcdf236642646499eb0e27f25fd9996,11835,campinas,SP
b07c25fb8202469fb665da65fdfc936a,05044,ribeirao preto,SP
8de1ba9c173e4f48bff2086c647bab1d,39284,campinas,SP
5f33024c7e264efa878eafecbaba91f1,37025,sao paulo,SP
b26b61ec817242edb39e3910c7880a27,71465,campinas,SP
3cc46d5ad5b84a60ab49e2495dd01daf,23047,guarulhos,SP
10e4f7433b2549659f82db1487b3fb3f,75140,juiz de fora,MG
356bb5673f6642cf894effe31893d372,73053,dourados,MS
966dcba836ec481fa754f9d4b0ab9c8c,15838,ribeirao preto,SP
237a293161e443b48d6cfccbbdfdd4a6,15969,vitoria da conquista,BA
45a6fd40f19141648e77baf3be7713e6,72186,guarulhos,SP
228c5ebd00c34b5b8dcd0a1ff26be4b9,72046,contagem,MG
599ee90188464f47814a9c9dbf11432a,95238,belo horizonte,MG
5636f8965b4c4d958c6aa53f81011813,72611,aparecida de goiania,GO
aa63032b2a254268bbac16e50e984201,56725,campinas,SP
dfb7fa4d5c694442b16b3c2d9cf7e8b1,97467,sao paulo,SP
42ac57ac6f684d3d87cdb7fc570f413b,40021,campinas,SP
399c0378dea24ea8a5d7a26db4e84bac,59947,sao paulo,SP
6bb3b293433242b3a2a18ba087cdc297,46688,vila velha,ES
f47b1e257451424e946f1e6891da38b3,58549,florianopolis,SC
bf4998a1a1064e49a06b3d986008c212,32056,porto alegre,RS
fa50e4f627dd4f3ca410584a6653f75a,97680,niteroi,RJ
4444f9e0a54b49dbb305024d4e5b62d7,94159,brasilia,DF
7205f712bb9f498d89464528e320e636,22755,duque de caxias,RJ
6717d01a20e34688a39af0dbed033eb3,19249,ribeirao preto,SP
e7ca18103d344b6f9fd4f603ddfe3f3f,28124,salvador,BA
7e0d0b7c0f664ba9a6f9562e29b1c18c,75720,sao paulo,SP
dc4d3dd21a4e4d9db82370977390a68b,70767,guarulhos,SP
71814fc4ae0d4ac7b7ae40dd2543609c,79231,guarulhos,SP
0223cc90ba054340a6ca9d486a2f8e3e,43421,uberlandia,MG
fe0f725cb2e745bdbd6da4436afb9457,38923,contagem,MG
c3015bb794d1448c8b3d436ff0e65b2a,36041,ribeirao preto,SP
6f541bbdbf2c473e875b23e3534b848a,18771,porto alegre,RS
1d8c9e809bd94d568d610a35584c1d93,08770,ponta grossa,PR
564c02595eee4cf69a2d71658128f928,86969,vila velha,ES
98b7399852e3448a8d749beebd3d1a8b,92937,uberlandia,MG
3d3d7f117dcd4bceaa4bfb2d68693ed9,33725,londrina,PR
344ee3b9a5f5453bbe2284c772d21830,94243,londrina,PR
6fc8ea783f38434bb5d6f31e31b55630,33447,guarulhos,SP
95adeab816d847a6a119cc0a18bb04b9,65154,santos,SP
a7ed24f3ee294e52b5415d8e1e6dcd7c,76684,niteroi,RJ
177b9dc5ee0b4685aaf4117beb98d6d0,83288,guarulhos,SP
72080de0e115427184770b7e06e7bf1a,50174,santos,SP
d005653161254815b57976a4c7247722,10898,duque de caxias,RJ
97bddcf8afc84873b42a4a839187cb41,53802,sao paulo,SP
72be567c0b2e4698914d28400eb0f18c,99278,ribeirao preto,SP
a17208d894f44640b34829f6f5016dbd,92056,nova iguacu,RJ
111c4dfcae024925bde2f53085f006d2,60597,maringa,PR
3996ca2c3125443ba3f0a9e81f72714e,43898,feira de santana,BA
fb3242452613424da4a41ddafe812777,97039,rio de janeiro,RJ
ea2b70aaffee4efda6c877dbcf43d1a6,96804,rio de janeiro,RJ
769d60bb97894516bdd4f9c8c9246cd7,84209,santos,SP
fec2d1febbac4f05b77c35838c9c2f01,09300,guarulhos,SP
fd5c1b6b51824484bf61400722235d77,53129,ribeirao preto,SP
b7ec339c3a3d496c9a514874fb8a69c6,57314,florianopolis,SC
b69db1db9098403da6c70b1901e158e2,65843,niteroi,RJ
40599b119ed248aabbf3b0387efda144,43318,joinville,SC
207cdb81aa14475aac77f72f6d9bfede,45270,pelotas,RS
589a02f0cafa419284af50be11cf48a1,76750,ribeirao preto,SP
1a3c877adc474ef4873210e791076b02,75205,niteroi,RJ
561b063d4b654ec89bcd92592a663a69,46054,duque de caxias,RJ
943871d8df1a433396977101c3f90f25,07021,rio de janeiro,RJ
393f8afa5a3a4befaf354a66bf91301c,83074,rio de janeiro,RJ
6b804ee7bd6d4ca79b72aed5f3e83282,03134,varzea grande,MT
b718f37793414e9bbd75f27dd157fc0f,21707,florianopolis,SC
f7e59b86bb964d2bb332df850e20f179,60836,aparecida de goiania,GO
36e975ce8f3c423eb84b480afedd0ae4,57072,sao paulo,SP
b8e448b9ee184f2f9ec941037b12a693,91255,campinas,SP
3ff924c400c34384bdc3bba5d5346ec7,86196,campinas,SP
280ceb4170ce42a2879c918c50715783,21837,guarulhos,SP
ae981ecdde6c465daebcc3cf2b6be277,13234,nova iguacu,RJ
65fc7a5bf6bb4eaa9ff05c956be65114,33819,contagem,MG
07a4fef33d4e405091d123b4c8b0766c,49738,rio de janeiro,RJ
23f03cf3eeb949f9a370af7bea6fde02,07787,goiania,GO
1913272871a24078b3e9e8002f9cd461,82999,olinda,PE
01af76e8aab745809a5ac16afdbaa6d3,96156,guarulhos,SP
3bae1b048812474ab59739ceea6582e6,99989,vitoria da conquista,BA
88508f4b236740bfac0abca032e5426f,57260,niteroi,RJ
08fe7f8533c14987845f7bdb139430f7,93235,rio de janeiro,RJ
82b2600bc2e2489bac41d0c64e410d4b,01142,florianopolis,SC
a1e08ccbb6874c88aecf41bcd9a2e7fd,63496,campinas,SP
a78facb425cb4b0fab88d4ef17122103,18393,brasilia,DF
1bafbfa8dabc4b669a4e8961da775043,69084,caxias do sul,RS
4213c861739c4600ad2f3da3cefae458,02217,brasilia,DF
bbb42d49a17b48b0bfd7eba17fc8c401,92173,campo grande,MS
1935e7e6d0d2431bbc7f5131a7c64303,16806,nova iguacu,RJ
529d64ec5e9e446cbe4b48ba519ca74d,91968,santos,SP
58eaeb3157eb4cf59419c28e2bd6804e,63613,campinas,SP
c0cf89d80ff543b38eb468ffbc6ab128,31008,sao paulo,SP
57ead24b5a824b279aa96cc76830a2c7,12708,santos,SP
76a68f4e4b6c4958872c3c2c2570208a,14425,blumenau,SC
e1f0c9dd2a2d455b825ca24b56f8c6aa,42071,sao paulo,SP
7fc109f60a724894b43b842b00c7f255,40223,anindeua,PA
07113265fc394b93b0463c0cde99a8e0,51164,caxias do sul,RS
de124994adf34f588e56736157b4786b,85092,campinas,SP
d4eb8936a9dc442ba1b6d27075767e77,09966,niteroi,RJ
a507a15a4fbd4fa283c5594c48dd6bcf,80995,rio de janeiro,RJ
f1470b31f18c45058dea739ab174468d,58684,niteroi,RJ
22d57f37026d4447a1b49828eb1c1b8e,95690,nova iguacu,RJ
64f49c2cad124be18d2221405831941d,83323,campinas,SP
7f177ba2f090423196af09c721c5577b,54963,caxias do sul,RS
0a3dbcb3a68640a898cc406b4d011036,29474,duque de caxias,RJ
59e4efeb88834370bb88ad774cd85210,14168,florianopolis,SC
88efb52909ec4389bcb0d7ffaeb6e361,99624,florianopolis,SC
abb7ed519e0e4a1c9a8c4490c8ff40ae,78276,sao paulo,SP
2393c42552c94fcd8c21ee9f4944fcb6,47076,santos,SP
477c3d20afca48ffa13fb5c189b5cd28,42222,canoas,RS
30028d8eda864f478655ce81e4be1267,33477,belem,PA
b503d77690d24c1293d242246bacf67d,85491,nova iguacu,RJ
22dce61e99fc4ed798667067efff0b94,33527,sao paulo,SP
6720515546624af2b9fe461938780445,79774,ribeirao preto,SP
ef8436db0680478b8b48c43492644f94,95526,ribeirao preto,SP
fb9c9906086f4dd7a684dda9523fb9e8,38345,ribeirao preto,SP
2d5ec1ee8e2d4683a9f4abadb6ea3fcc,87298,rio de janeiro,RJ
873598124a5f47948d0a4652520e6385,27928,contagem,MG
2a51724af2a54307a946e566cf1928b4,80551,ribeirao preto,SP
6f68b109595e4c06a0fe384f72042d6f,25726,ribeirao preto,SP
e61fad0c87774f2984c9eded8cf178e7,39737,santos,SP
350901f4461246e089659f00f2d85cab,08152,vitoria da conquista,BA
349c25c7cc914627a342164953977a43,65865,niteroi,RJ
d40f38cf34424a1ab43b384b5abcfc7d,15777,caucaia,CE
0205d95e94b048f29fe7da8c3199096d,66481,niteroi,RJ
17ee78d2f41241f8b8b37a3cbe834002,10307,ribeirao preto,SP
5632dd1ca22044c49f7b79464811f7fa,02581,ribeirao preto,SP
a7f49484e53f42ae9b52807e8c8401fe,42480,pelotas,RS
0a92c152d0554143bc1ca67a828d220f,51703,niteroi,RJ
7912b0ba6f324ce3b9f3836d9b094d4f,48895,juiz de fora,MG
8aa3ef8bd52f42429a0fe070ef93f48b,62736,londrina,PR
a1c1b95e257a47e996bc90210fe34190,03187,porto alegre,RS
65735b3c8604446c9d7d2431a5ceedc2,09851,ribeirao preto,SP
7e3efe34494a408f81e5384533b763cf,35365,florianopolis,SC
18d4659352114a34a02db6d602c3451f,06220,niteroi,RJ
68609e5a215e4d218cd248d945db5ee1,53163,sao paulo,SP
0d88046d55e54313bfc89aac26e082d3,83388,nova iguacu,RJ
fe8a144e75b04e83a747599d56f76a89,56518,juiz de fora,MG
285388b14ec7488e9c7652023b574a61,11803,santos,SP
014d7845a41d4afaa1f3e26def5745c4,71471,ribeirao preto,SP
9111f285dbe84d4396ac6e0ab5113b7b,21012,ribeirao preto,SP
58b8d16501b048949a75144bf92a4ed1,11957,guarulhos,SP
34a9ae8530694197b29fb7650f0cc276,11357,guarulhos,SP
3d7615d43c604b4d913595ab66b50c21,27633,ribeirao preto,SP
767a631a65b14bdf8fa670e73cc5bb77,71305,campinas,SP
bcb1ebf4625f499da288f83855fc5400,52213,guarulhos,SP
22b30c9d7a5a4038844fa182c841c408,41654,goiania,GO
1b9ab58bf4b44958ab02545c98f2b06c,96677,santos,SP
016dc867238a4d07a430c01047bcb06f,08589,campinas,SP
427251027e2a473c8964e20cfd335ebe,12300,campinas,SP
c68b78cb1a5e49bb9e91f0e697696f87,16202,joinville,SC
c548547ec16b4196a16525b05462fdf4,81254,santos,SP
4a60c111e7b045fd87bc8265dff28625,08212,ribeirao preto,SP
ff0c70b96aac47eb816147280a9e964b,88304,guarulhos,SP
80b8fe0ddfe844f686c392993c1f48c4,16655,campo grande,MS
11e9d58b3277427db73eb12062f3fb97,93785,belo horizonte,MG
ccfb43d76a88408e8f1e3f24d3cc2913,92946,campinas,SP
63de69d3be0440cd80d61d5d500d54cb,22473,sao paulo,SP
fed9a253ddc54288ac6e3504a60133ce,46443,santos,SP
e72d827dfa0b4a0ab90afaa1d59bbb97,68793,ribeirao preto,SP
ef2a4fbe85974bb592b9102cb708af10,34980,blumenau,SC
43c79a9011364cb684226adb3c182f77,49741,niteroi,RJ
eb8f027bb97c4315900226f8dd31aa6f,99274,uberlandia,MG
05da86f741434a69a0699258c2bf6ad4,97067,guarulhos,SP
106d442886a14abd85697a358f08b768,04847,belo horizonte,MG
bae2d2a912b647d6a3d0c1fcda4ec7e1,57272,guarulhos,SP
136509fb5b7640efb82c9228ce96ea2f,69662,guarulhos,SP
579551fbbf96414ea808dbfefb05698d,35465,belo horizonte,MG
a9131c728ca549b395a1adfbe9d8bdd6,83251,ribeirao preto,SP
75330f6feb854295b7ca7400659735d1,66031,belo horizonte,MG
809d5fae7c6047c0ab98bf692bbf8916,67949,feira de santana,BA
0103cbbda34843abaa6e92a0354a3567,08266,guarulhos,SP
b6bf9886111e42739ea632119934db2e,75302,aparecida de goiania,GO
1dc90d600cd74a4abc34b204a30c22af,49193,campinas,SP
0f1b11e734df4ed8ac3453bbf8418cf3,34438,campinas,SP
2bb169d321214a84bc012e71b375ee44,76223,belo horizonte,MG
befd9e0e880646d0aa7908c9fd3f1f2e,30937,belo horizonte,MG
bd584c00a04a411f83f5c9295576850a,01336,ribeirao preto,SP
e2cc40a6c4a54cb6a0eda871e09242c0,02610,florianopolis,SC
7b9b100defd04856bfc1b1a6a9773294,07026,belem,PA
f8562460bf424012bb57bf7237a9b718,48707,santos,SP
b81b2ee0a1984d2fb264be3cfb82daf9,20671,aparecida de goiania,GO
44ca7ba7422f430f9aba3d810ed7d00c,05635,uberlandia,MG
a6b74291b9ea4e32baaa4f1e0ba08b44,94588,jaboatao,PE
52418629ee91430eb38278064f6c5692,30427,santos,SP
2b9682917641447b9b995c736f2a26b7,33540,joinville,SC
1199e7e2c7ef44a9a164d821d2e152b2,95409,santos,SP
3aa3765bf4cb4a3ba547961f14412f7d,36554,brasilia,DF
1f80b6da61544e09a20b55bf86204850,75912,porto alegre,RS
17fe2587e3c4417ca9ca97498326f978,16650,guarulhos,SP
80379157d48f4d568221d036903f102c,89254,ribeirao preto,SP
53062fc2dd87410392cec0c1c79fbe52,24507,florianopolis,SC
58bbef095232422a9de0952ccfb3eab8,68603,uberlandia,MG
5630161c78b84df4b34fc0ad644405fe,53550,sao paulo,SP
fc7ab5f5167e4f449edbf7445dd80865,61960,rio de janeiro,RJ
02dacbe5468c48199958433cc61548bb,41723,feira de santana,BA
34a76684955b4087b3e64d2d90106bf1,12322,guarulhos,SP
5fb80584e00e4d8a903644cb3c198b3e,60866,ribeirao preto,SP
50b9fc76348046f899f8ce7b1cbfcf17,49354,vitoria,ES
75893874861b4d6999a178a5268a09e7,39219,campinas,SP
92853baa75bb468f8a239bc10606a1ec,40834,ribeirao preto,SP
addb37380a0d4d0aa7b28e5c5768936c,32795,ribeirao preto,SP
0293f3cdc8cc4d7cbf0ac526bdea047f,49270,aparecida de goiania,GO
488a3e4e1dcd46ddac43f028c2f7857f,65665,ribeirao preto,SP
ff30b4231789481bbf9c74dcd2c88e87,97005,uberlandia,MG
c8380cadbada45338f52083c5fe01136,20735,brasilia,DF
83bdad6994614d119b887d42f9e71492,54744,sao paulo,SP
09aa5b2951be47428b56a9b69dac72aa,31539,salvador,BA
cdf9bd5fcf0548728430b13460ab5e26,46406,ribeirao preto,SP
ff2a163ade8a415498544f29cb1aafb7,44911,belo horizonte,MG
082311146c274b579366e45ccc57ceb1,87154,sao paulo,SP
6e6076023b3048f68f62587724318b1b,97741,canoas,RS
fc34457d31474842be2ea8335760d821,14624,guarulhos,SP
1194e6148b8546ed84b9d97094b4c849,70443,campinas,SP
3e20841ba33c4efebcaf44b56b9e826e,56026,recife,PE
3eddc4acbf154ae382f51e68826f3248,08850,santos,SP
f8e26122348a412195c28e716ae04017,94277,salvador,BA
