product_id,category_name_portuguese,category_name_english,product_weight_g,product_length_cm,product_height_cm,product_width_cm,base_price
2febb4fb8f8e43219dc5b830cacd0a1c,cool_stuff,cool_stuff,1681,43,7,26,176.69
8268ae6824484a398cadfa24b80fef98,ferramentas_jardim,garden_tools,2125,17,9,29,145.39
c69f02bae4604cc8bed4597e18265124,automotivo,auto,1700,33,14,26,151.72
b3c9398d1e0c423d926ed69bc0efd3b6,utilidades_domesticas,housewares,928,48,23,15,98.13
3f9265784cf1404eadcbb327d3f675fe,informatica_acessorios,computers_accessories,720,37,29,18,188.35
d35f2adaec774473b3f7657c8f0a12b1,telefonia,telephony,1830,38,35,23,59.93
13886f338f61467a9b6fcaf7b6c1563a,brinquedos,toys,788,21,19,27,118.3
06391db549d54ae28db1bd44ab13bba9,moveis_decoracao,furniture_decor,2161,30,31,22,296.01
5cf165be0d5e49a8bf687dd8c25a9a26,perfumaria,perfumery,2000,21,11,28,118.3
de123d69ebbd46d6b4078f7da28623ec,bebes,baby,2071,34,19,18,76.98
5a69b329cc5c4ad2a834356ecb930bda,beleza_saude,health_beauty,1142,38,21,15,136.06
2d9b7552b7b5492a8f412f776473d89f,perfumaria,perfumery,1808,21,21,25,90.71
e70b20f48329438a8575fead53ec326a,perfumaria,perfumery,1786,35,28,33,83.67
82ed6fefa4594dfe819fbf60e298e82e,esporte_lazer,sports_leisure,749,35,24,29,230.58
8c9fb4db71cc49a2bb4c0b3dc019e31f,ferramentas_jardim,garden_tools,1956,41,27,30,123.97
e4c5631c14d24ece9d7435de091b1c2a,utilidades_domesticas,housewares,2107,22,18,21,86.64
352f793322c444ea8d7ad6165d075c4d,relogios_presentes,watches_gifts,3351,11,25,12,181.68
744ecca200cb4a88aaeb031b1c943a29,moveis_decoracao,furniture_decor,2371,30,11,19,193.98
3304103de15e4571bd1249df31f0d128,esporte_lazer,sports_leisure,915,32,20,19,179.32
b98fab56f0b24f60833e742eed97aaaf,informatica_acessorios,computers_accessories,2007,10,21,19,183.36
332f7e0d457b40a281ee366deaaf23b5,perfumaria,perfumery,865,28,24,31,88.99
22e8a1a8a9024d25b9478cdb9c998cc9,relogios_presentes,watches_gifts,1232,25,14,39,234.3
f800d10980c64c8385fa974562203660,cama_mesa_banho,bed_bath_table,491,39,36,33,57.02
3abee6f0d04744f0828ab4cda3d571ee,cama_mesa_banho,bed_bath_table,1112,42,14,28,114.37
4c871aa077094bca9cb7d74d1f5f2bd4,utilidades_domesticas,housewares,758,29,5,16,79.95
884216cd526242ddb42e60c2c69096ba,cama_mesa_banho,bed_bath_table,501,46,8,21,98.27
92fb86efa1054d568b5037e6f8d29180,relogios_presentes,watches_gifts,2653,15,29,25,151.11
d3abe4a20b0943e9a467413da47e207f,bebes,baby,1869,31,15,25,116.51
b78d017b3e3a48a59adb0a83c8235247,relogios_presentes,watches_gifts,1590,36,32,15,337.98
c4d426e8c03d484b99d694a721bfdb77,brinquedos,toys,100,28,24,27,91.32
6d823adb8c234e41b0b26ab0d7bdeb05,moveis_decoracao,furniture_decor,1333,25,15,31,177.85
a999061804cb45aca912d9f53b138a46,perfumaria,perfumery,945,38,22,31,143.89
b7a93288518147c09fd6c9b087a78d6b,beleza_saude,health_beauty,836,24,25,29,129.27
66aefe529ea04a8eb19089556f7fc11c,ferramentas_jardim,garden_tools,1593,42,15,29,127.92
fede3e4a25ef443f898f85ecaf955d5b,telefonia,telephony,1325,40,26,31,101.11
3a50b7eb6118406ebdbcd638cca12c6b,automotivo,auto,1516,36,17,27,134.79
81e4c84f657340a5ada519d16a06bb00,cama_mesa_banho,bed_bath_table,1577,35,13,41,69.85
9cd9e203c2f04bf18fd1d3eb4ad304d6,eletronicos,electronics,528,41,26,29,105.71
71a05342d2e44764a3ae4a420dbaaaaf,utilidades_domesticas,housewares,1490,21,20,19,104.5
513c8d3d219c45349d0cea11384f06e3,cama_mesa_banho,bed_bath_table,1382,21,17,28,80.91
65b69e50909743bf919c58e5d7e9007e,automotivo,auto,842,32,21,20,121.16
c873aaa98e534bebad85266d6a26c861,moveis_decoracao,furniture_decor,1685,15,8,19,149.33
67352e9bd15d425ab0e6522afca5099b,bebes,baby,1748,44,26,23,129.33
e1ffa9ed91d44a049f502380cc3c511d,cool_stuff,cool_stuff,697,29,17,27,127.77
586bf61be6944a7d9dcbff42b83604bc,brinquedos,toys,1915,45,19,28,130.7
969e8163401547d2bf737d4b83aa41ed,eletronicos,electronics,1179,32,20,25,70.67
2cda163c4c4f445586fae43571fa3ecc,bebes,baby,1519,34,31,32,205.36
af3f0c917e14474e8d4a5ff75cc49f66,relogios_presentes,watches_gifts,886,38,21,42,161.5
942d4697f5284a98875bc1a545d8a1d8,brinquedos,toys,828,24,5,20,87.23
889a1425c6784070bad3e9898086e61b,informatica_acessorios,computers_accessories,1620,33,35,32,119.04
727c6f605f3f454cb053dfc6ef79fb99,ferramentas_jardim,garden_tools,781,34,9,39,176.28
4b3b2aa018e04a2d8d4210e46275645f,cama_mesa_banho,bed_bath_table,1124,12,30,24,125.95
d91cd6b6dfd54b3ea813c1f82e8b5755,beleza_saude,health_beauty,224,24,20,25,114.25
0191fbea77b14f97a1cfdd2cdd715ac0,cool_stuff,cool_stuff,1998,19,18,25,188.15
c2d69630ad084c3283f5db2cff0556ad,informatica_acessorios,computers_accessories,2069,18,7,35,159.95
a95826db73174737bad76c80cc53ac55,perfumaria,perfumery,901,45,20,34,127.03
8d061a2a718145618aa9efeb6e90e46a,moveis_decoracao,furniture_decor,3148,47,18,32,192.27
022654afa913432f938317e11e55c89e,cama_mesa_banho,bed_bath_table,2594,20,25,33,51.03
dc02254490d14ed09f9eb5e1caba82c3,bebes,baby,553,10,17,30,182.58
5b4a1f4d3941434197268e8cfd96d647,informatica_acessorios,computers_accessories,1559,46,8,11,142.5
6c1062c279b04405bc8561884821022b,bebes,baby,1807,29,5,24,84.34
39a0beecf9b04d4ca35969e12b307da5,cama_mesa_banho,bed_bath_table,2035,33,12,20,68.52
8c66bcd44d124a3885ffb91d1a5f746a,utilidades_domesticas,housewares,1449,39,12,29,74.39
aec32d820dfd48a38e2baa00dba491a3,moveis_decoracao,furniture_decor,865,28,11,20,100.11
a81443ff0cd44306a9b254efb7a420d5,telefonia,telephony,3071,30,14,26,72.75
5f47e6074b3c4b93a226be334a6864fe,cool_stuff,cool_stuff,1323,36,26,20,139.09
8bdda09b55fd4035bfe0d5f8cff2569a,bebes,baby,1279,10,7,35,187.57
9c9021c478084db9b3a5f3c4f017fb91,relogios_presentes,watches_gifts,1300,35,22,49,277.17
b7857bd27d41442fb3aa75fe26f39f16,esporte_lazer,sports_leisure,1397,20,7,26,92.31
33dcf4c17a6640bab0c11afceea55a79,relogios_presentes,watches_gifts,362,23,11,38,262.9
52165ab55bd144af836efeddd7197b03,relogios_presentes,watches_gifts,1493,44,20,18,301.39
f8f591e857b745a4919ed7c6f2d26ff0,informatica_acessorios,computers_accessories,1931,19,18,17,82.77
b11e8c25d1f8434da00da55acbd0f0a4,cool_stuff,cool_stuff,2240,49,8,29,135.72
e8da86d57b7f45328e90bf2cf4ed16b1,moveis_decoracao,furniture_decor,1110,24,13,25,118.45
7a80bd7ba8364749a7001b3a9db80f6c,ferramentas_jardim,garden_tools,1716,29,18,17,114.81
0c615d7fc97a43e8b0586ae15c72e541,eletronicos,electronics,2104,35,12,25,108.78
7f3c5310d53142d58f2a4d19c180ac42,cool_stuff,cool_stuff,164,35,14,29,130.65
f95401380a8647549354f3330747e7c1,cool_stuff,cool_stuff,100,13,20,27,124.31
8cec706422c1417d955a6339a41e8579,cama_mesa_banho,bed_bath_table,2010,13,19,15,78.7
9115b00b1af14f68b6067e7cb49737f5,brinquedos,toys,1537,21,16,33,92.69
8c9a184b78134cac84d95069435e54c6,cool_stuff,cool_stuff,2168,18,24,36,53.78
9a4789496f0447bda0813361d716fd60,esporte_lazer,sports_leisure,862,35,18,27,96.88
39546dec0b1d4165b6e82e14afc11507,automotivo,auto,1569,28,29,27,153.5
9c9e994fcf12478b94f62bc3792814a9,ferramentas_jardim,garden_tools,1170,25,16,28,120.27
20c38c08a88f4a9c96325eb01df624bd,informatica_acessorios,computers_accessories,1731,50,26,22,199.05
4532ed2e7dbb4b4da28c3b2239707308,esporte_lazer,sports_leisure,1173,10,11,10,104.45
0a938f575033413f8ec8ec6ab543c83d,telefonia,telephony,1514,46,22,23,91.59
e8bc5f3dea59422eaf00a0f32b415d3b,utilidades_domesticas,housewares,100,32,26,13,107.88
b6bb179022cf48a392cdb5379660a084,moveis_decoracao,furniture_decor,1770,25,25,43,169.09
c8e37553dba345d28a0f42029cfb25b2,eletronicos,electronics,1698,25,13,31,68.6
5562726beea8496c80f07f8581bd4cdb,cool_stuff,cool_stuff,1557,25,23,27,211.69
70ee568530044ec4a574a00b4d3f4e5d,ferramentas_jardim,garden_tools,1091,27,12,21,148.21
24c86bc37f074f0e8f63af6e2b848902,automotivo,auto,2105,20,26,35,156.54
9471aa25e5de49dfb0b2dcd256ab79e1,informatica_acessorios,computers_accessories,3001,22,10,10,212.32
ce867b3c29d24f48944e01ff313e062e,cool_stuff,cool_stuff,2023,29,22,15,275.06
eb7ed48493594e35b3d37e0d59e892c9,relogios_presentes,watches_gifts,1603,31,25,28,223.43
b84d080077354ef38b8b30c22bab7317,bebes,baby,867,34,35,35,185.76
e684d93a23fc460a99214724e8cad5fa,perfumaria,perfumery,1091,20,18,25,157.83
57e3953a84b94fd5aa2a52a0b386c910,perfumaria,perfumery,146,45,18,21,94.64
9da74d128a074024be834e285e7a74f2,beleza_saude,health_beauty,176,38,20,14,84.67
3761375421cb454ca571efe1162b7833,informatica_acessorios,computers_accessories,1231,46,17,12,133.94
f3989ceb79aa446f9a7605fa93003d07,bebes,baby,1281,10,19,23,154.37
96a5fb3eaab440bc8310b2d91ea72c7a,beleza_saude,health_beauty,2979,41,17,16,220.07
d44f9659c0354027aaa8ee1be3d6b368,perfumaria,perfumery,1547,30,19,26,120.67
f8ff3473ae6f4a0d93f3f4030eb09d41,relogios_presentes,watches_gifts,1041,24,19,20,167.23
78d277aeab6b45cd93fa8cbf52d19ace,utilidades_domesticas,housewares,1585,27,32,10,106.83
81747c29a4d24ca49b742b5029623dec,moveis_decoracao,furniture_decor,2496,10,17,22,89.62
9748c658f6074327aad9b97aa023568b,cama_mesa_banho,bed_bath_table,877,18,34,32,126.79
6599d780ca264adc87df78dc7cf2ae30,informatica_acessorios,computers_accessories,2077,18,15,28,90.0
7fc6eaa88edc4fcbb1a9968dee54ccf3,eletronicos,electronics,2070,27,17,30,101.11
4f6115f35030412d9421e68828de741e,brinquedos,toys,1211,41,11,29,127.79
7f373e8e8eef4794bce48f6062b7822d,eletronicos,electronics,1252,33,9,32,85.38
d36a76385f7f4b50b8473639202b40f0,ferramentas_jardim,garden_tools,1081,40,14,13,80.52
30f900b394ff4339b693348e2c7b1a79,relogios_presentes,watches_gifts,1984,17,34,10,311.79
01ae7304b9494e879dced70cacdf8fbe,informatica_acessorios,computers_accessories,1668,29,15,28,143.31
cbd0c4b43e5f4775bfa54d64beb923a7,cool_stuff,cool_stuff,2382,31,21,22,162.44
5841cc6731a947bfb397341a6635b74b,telefonia,telephony,1746,12,9,30,78.42
0c327610fc71410ba1179caa3400341d,utilidades_domesticas,housewares,1352,30,22,20,69.43
76582da77c6248ceb3e6613a03180841,eletronicos,electronics,1656,20,23,11,115.73
6f79030f8ac14c62bb83ce09f6606e1f,eletronicos,electronics,1878,32,27,38,115.36
650485dde504468b9fa4e2e60c04b78f,cool_stuff,cool_stuff,100,17,15,25,188.29
8066ac70fbf84afc83a52832221b88e1,telefonia,telephony,919,31,13,20,46.87
faf8f1381b7340ebb0ac03c78ab99001,esporte_lazer,sports_leisure,761,16,12,33,86.52
b452a725ce3c44f1b1a8b0db0e9ef16b,moveis_decoracao,furniture_decor,3605,34,21,18,195.02
ecd6598ebade4efbb05c3ab863176c8f,esporte_lazer,sports_leisure,1039,31,40,24,149.48
f2d27684f17246d0855fd1cd1b42998e,informatica_acessorios,computers_accessories,937,29,34,19,226.56
90ad6deb04c941229d55fe3e66b27411,ferramentas_jardim,garden_tools,2066,24,25,32,156.76
e161ec8f585b43fa943608516ae0ae0f,automotivo,auto,243,22,18,24,164.83
dd712ddcbf06462b93a13af6be2d3aa8,automotivo,auto,1642,16,23,29,162.39
40bb8af6f4c04cbb941f4107a486a202,moveis_decoracao,furniture_decor,2364,38,23,24,76.95
7b1fcce4ddc740ac94d261320b894990,ferramentas_jardim,garden_tools,1843,32,22,14,97.16
65133e38e47e45978b46c5ef79c02106,brinquedos,toys,2342,29,25,25,110.89
99c5efdf54ff44ff930340614dd5ec27,utilidades_domesticas,housewares,2250,24,20,21,76.31
bf3cac9968b74607a908df1dbb191e23,eletronicos,electronics,1252,32,16,35,67.63
3570801a2d834e50bb0c9d6fc073a5f3,brinquedos,toys,1350,25,31,26,140.96
31e1a3c7cf46426b884dfbfd853af501,utilidades_domesticas,housewares,311,32,27,25,106.31
3957502b23db443c9623425fe29ea250,relogios_presentes,watches_gifts,1086,44,38,22,183.27
b72af93ddb2b4a31a6d06201647af482,informatica_acessorios,computers_accessories,2662,45,15,21,132.32
938587c6fad74bf2916c82c1252ae0f6,esporte_lazer,sports_leisure,424,20,11,18,113.96
f22ac6d1250e46dd9f009e8eebaf5924,automotivo,auto,1687,45,12,32,131.44
add94a05df564ad988af16de3e80f06c,telefonia,telephony,1460,36,11,28,78.33
32d35cd3c2724879a407214282f482b9,cama_mesa_banho,bed_bath_table,1893,32,39,19,81.73
d82817d132874b9b965e15469fd0a265,perfumaria,perfumery,1001,24,14,34,167.62
8fac383abde04858b8435e991b4bef37,beleza_saude,health_beauty,1043,21,23,20,152.15
ae416605f1004c4786cc1d727315c6d4,bebes,baby,1662,14,32,39,108.55
6ca9b730dda24cd981833331687fc569,cama_mesa_banho,bed_bath_table,1189,32,22,30,145.26
525bd9e2dd44472ea53389d0ef782646,esporte_lazer,sports_leisure,1358,22,8,19,114.01
b6ee2801c8bd483990428303c6a0e0e7,cool_stuff,cool_stuff,2935,24,21,24,218.48
7048953763b343d58456166f98c3ed6e,esporte_lazer,sports_leisure,3521,24,16,33,135.46
e1fb86e000904489a9425f81d2ccbe63,perfumaria,perfumery,2977,35,17,29,158.26
c371a1fb24a348cea8b2d64dd72f8ba6,cool_stuff,cool_stuff,2156,35,28,34,227.2
ead480e028704d1ebd733bf4e555bd5b,utilidades_domesticas,housewares,2018,28,21,34,68.66
ac6cdacb7a684028a6e476c747cfe511,brinquedos,toys,1794,26,20,35,115.73
22acc4f5f05644c88c7f3b9511719a11,cama_mesa_banho,bed_bath_table,1537,16,25,30,149.08
21d7c4a5cedd4be9a8e916e492853e76,utilidades_domesticas,housewares,1253,32,21,37,83.09
e821bd3e316d4a47ba1e1e3a227a5eee,utilidades_domesticas,housewares,1723,36,21,21,88.88
4d1b7d3438664361b8a5615715ed86f3,brinquedos,toys,2358,19,21,19,145.85
4eabd552e8cc47d6b76f92e872d8c072,telefonia,telephony,281,24,23,37,73.68
09499ccf0534472a9f22b08d2ab752a2,automotivo,auto,1055,48,8,10,157.6
02c4d93ae765418190276e9c09ca75c4,moveis_decoracao,furniture_decor,1098,19,25,26,131.8
e05694ca57694e9887ec20a19491e993,automotivo,auto,475,38,25,24,213.87
2ed942992ef24e06966e0ee7d3ab58f6,bebes,baby,643,14,14,24,138.52
0e049aec9c5f433582e0614b1aec6b0a,beleza_saude,health_beauty,1307,33,9,36,127.12
67a6ec2602564d528097cae168f5d6d5,cool_stuff,cool_stuff,2393,33,23,29,185.15
b2b13745dc1144189c928f80dbe47933,ferramentas_jardim,garden_tools,2014,43,21,30,131.86
3f83b6de39ab496dac5251a73cffe52c,cama_mesa_banho,bed_bath_table,2652,23,34,24,59.23
59cad92210ac43d583c74eeb8f31c109,cool_stuff,cool_stuff,1602,23,26,19,144.92
06ca41b0055b41dfbce39147bd3d10aa,eletronicos,electronics,100,25,5,12,109.01
6c1b70fe73894db1aa03f02f13887234,automotivo,auto,2128,34,12,24,139.86
1dd60ce201794c19a3acb33b4a38c680,perfumaria,perfumery,573,45,27,23,125.81
c75e3ca27ddc4004835c5a3219dbcf0f,moveis_decoracao,furniture_decor,1666,10,18,19,109.92
34700a9b93514314802ce5a67d1fbbe5,perfumaria,perfumery,1275,47,25,20,142.18
fbf532d47ecb4bd4a9f27ba2fd663cf0,cool_stuff,cool_stuff,2619,39,20,19,196.42
d3e002f8af124c97872bb4e1e5d8477a,relogios_presentes,watches_gifts,1814,38,25,33,177.89
10282edd8f914dd8b65931fc25cdc977,cama_mesa_banho,bed_bath_table,2553,31,36,19,138.4
ca59c43881a145faab163fe64c7f26bb,moveis_decoracao,furniture_decor,1658,23,16,22,181.21
eca24290569343b09f7790da070d395e,utilidades_domesticas,housewares,1918,24,19,42,119.55
cbcc8bb8fef145e285bb483784790841,esporte_lazer,sports_leisure,1849,30,20,29,84.32
20f99a230af744b688a551c13542f86a,telefonia,telephony,1294,13,23,30,65.34
497c84b8525d44b8b7d55aaae0dfced7,beleza_saude,health_beauty,2759,17,8,26,166.65
dd9dd0428a21423c8ab289648507a4a3,ferramentas_jardim,garden_tools,2847,25,28,24,128.96
2e50c3b1575d44e2b291cd98466c53d8,eletronicos,electronics,2206,36,7,36,124.5
6d1754f715ab430ab1754055fa050147,ferramentas_jardim,garden_tools,999,33,23,27,115.74
59177763200b499bb96d90d4adc6019b,moveis_decoracao,furniture_decor,962,29,29,29,141.47
656532e5228843ddbaa500038c3d1731,automotivo,auto,2117,10,29,11,125.5
a5fcd1fbe3ab4ed98390b8925007fbae,perfumaria,perfumery,604,17,29,21,135.4
2e84f0bdbf614f6b9d201d7165d3446a,esporte_lazer,sports_leisure,1462,34,20,14,144.89
5c45c2ad35bc4ff691aa497edcc7b0ba,automotivo,auto,1104,14,16,37,174.01
b8ad1d322e0e4bbab1ffafbb3cf0223a,eletronicos,electronics,1221,26,17,41,99.55
de311dc9ba7747c4a0234e63f6656132,cama_mesa_banho,bed_bath_table,1844,40,21,22,90.09
af1df9f484aa48b5afd386dee19f6b79,bebes,baby,1442,29,25,25,155.64
e3dec3e7b1e54a269821dac2ad66b1ae,cool_stuff,cool_stuff,1435,30,5,32,180.59
b2bb767104b84a11b913746f513cdda1,moveis_decoracao,furniture_decor,2298,10,36,23,215.41
db859800e92a4423a09596402c678c5c,bebes,baby,668,36,11,20,196.99
cba9e3e813f94298a3d2192059eb393a,cool_stuff,cool_stuff,1347,32,26,28,171.77
1f3b2a3137b44ca796a1cccdc6db24f6,automotivo,auto,1791,54,19,26,182.03
216794c51e8549fd8292d1101eea4987,brinquedos,toys,2384,41,25,15,159.0
7b43a3fc5f73489891df9c14bc6231fc,informatica_acessorios,computers_accessories,582,33,13,24,159.79
d19dc7ce1a9a4dedbaab8fcde47e0b5d,esporte_lazer,sports_leisure,1757,34,32,28,107.68
6108fd3a1e5244ef9051dbcca0af28f2,relogios_presentes,watches_gifts,2271,41,10,29,252.07
8211812da7a34249972d9b100bb250c3,perfumaria,perfumery,1261,43,18,26,119.81
aeaf65f4d93541f0b197a545925a1692,esporte_lazer,sports_leisure,1512,19,8,37,89.59
9a7be58810d243b3929ad4ae08a8e94d,automotivo,auto,706,10,14,14,205.68
c29d8d82c6424a6399c2cf177f500b65,perfumaria,perfumery,2307,23,38,32,115.26
c1dd7aba826d4b428d0a4b3533a84937,eletronicos,electronics,100,52,8,11,115.56
5b919c5581fc41fb99d83687de207cd5,automotivo,auto,3451,43,24,29,174.14
a5dd243476cb4e8ba1028351cf54f44b,eletronicos,electronics,2107,32,20,24,71.15
7fefc8f2095d42eb808a8c2df6f0d026,beleza_saude,health_beauty,1275,13,19,17,91.37
c4f49e150c9b4c0a8088900729d3a564,brinquedos,toys,1643,43,27,12,80.31
683db2638d8148389f59adff6acdf08c,relogios_presentes,watches_gifts,2252,20,18,29,151.9
3d1e5669e681471e82ea20ead8d43b12,telefonia,telephony,1584,16,15,27,43.14
e02ec419bc034924bf2ba55350d0c3f3,beleza_saude,health_beauty,1852,29,24,26,177.74
5a27bf7db7ec491db8a3e524af0fe3e6,cama_mesa_banho,bed_bath_table,1600,25,20,29,96.22
551bd0387c6445b2a8e2e804628511b9,eletronicos,electronics,1532,22,14,13,133.74
e6a99017c8cb4876a0352457843c2b21,relogios_presentes,watches_gifts,504,23,14,32,192.3
4d14dbcbd3824037ac03c5746fc4651d,eletronicos,electronics,2498,23,22,18,143.63
5971b24ab1d84318afe3262ef5bccfbc,bebes,baby,549,33,25,28,123.51
7cd18f4b44294e6c9ba3ab74dc03e5bc,perfumaria,perfumery,1396,30,18,32,191.32
a5b76e997f8448efad27ad739268b854,moveis_decoracao,furniture_decor,1054,16,19,45,119.82
ca76b96e9b22442cb8e5061542ff7a1d,informatica_acessorios,computers_accessories,2811,46,15,29,218.28
74c4a8d1dbdc4849a73898483e3c473c,beleza_saude,health_beauty,1196,27,15,16,107.28
efca339ce2f4407d93bfbbf648610f42,informatica_acessorios,computers_accessories,520,30,13,26,74.98
16fb4c03135f4c1dbcce7ef3c3e0c23c,eletronicos,electronics,1764,38,5,27,120.69
1ede3b6e9582447197c947e3572164dd,brinquedos,toys,532,46,23,19,108.33
9becfb73561e43e6a43241b150def51e,cama_mesa_banho,bed_bath_table,1946,30,24,17,99.23
319bfc5dfa1945b883b3e12959a00b45,cama_mesa_banho,bed_bath_table,369,28,12,19,125.9
42780f672b7b41b6870311969f388e9a,ferramentas_jardim,garden_tools,2373,36,11,22,177.46
1b8b312a4ba54268aefd8c89d716c63b,telefonia,telephony,1613,53,23,26,68.82
ee6b621df612453db2c20614fc8f87a2,bebes,baby,1606,28,25,32,102.49
6353a7fab15d48f3aca39a505c8f84cc,cama_mesa_banho,bed_bath_table,435,11,24,16,41.18
013e613d98524cecadb9a51a34e15097,perfumaria,perfumery,1810,54,19,31,127.45
3fb956ac906045899aa6f0b28284cbde,automotivo,auto,1420,39,17,27,152.87
741183346c37469081ca216796464732,perfumaria,perfumery,965,39,18,18,141.1
f0c74a1557c841d3a13220790e4cb3f6,esporte_lazer,sports_leisure,781,30,19,33,129.24
91dc8bd3ca1047eca4d8c32479fa6960,esporte_lazer,sports_leisure,1479,38,31,29,115.31
1b5fa02652d24dce8a590fd8f6423864,cool_stuff,cool_stuff,450,19,17,20,156.59
4eda1c2c692f4059b982672485a1b3b3,telefonia,telephony,1545,35,19,28,76.29
95f139103895462c83dcfa5b65fd8766,automotivo,auto,100,20,18,15,164.0
aac1ac98c7a44132bb2c71fd4777142e,esporte_lazer,sports_leisure,2724,42,18,36,119.46
115c3af861e14953a7eb4d5e89e02d39,moveis_decoracao,furniture_decor,1230,23,17,21,168.52
fb45966e106342f990fea78540456214,automotivo,auto,1628,30,23,34,177.98
059032a363384b46a7f3d37254517b88,bebes,baby,312,10,27,14,122.13
2a107d4729f841709705b47d5415a7cf,brinquedos,toys,563,11,24,31,92.7
17922b24692e49df937598c358d03be4,utilidades_domesticas,housewares,100,24,23,13,88.67
9cc2452fa40b49c0bb712540239fc766,informatica_acessorios,computers_accessories,1487,35,20,17,198.85
d20b4d9e0a824327ac97a2cd5d5f8f64,eletronicos,electronics,1373,29,12,21,67.88
d12ae5cce0214c2792e5c253cf69c661,automotivo,auto,1361,47,9,12,198.85
d5f5d841a7494c9ca7ea418967113526,perfumaria,perfumery,1332,23,28,20,179.78
c5ac60796c6a453d883f3d12a5461c26,ferramentas_jardim,garden_tools,2042,25,37,20,160.97
2345f67f96334a3692a22faf46b69ac4,ferramentas_jardim,garden_tools,1739,43,32,25,108.63
2378eec8f65c4e93a6d887b02c071f0d,informatica_acessorios,computers_accessories,1867,23,36,26,128.56
692e76c8fcb344e9bfc03d1145216775,ferramentas_jardim,garden_tools,1647,16,12,34,112.01
5eb78fab306f4e47877e9ae13de6608d,moveis_decoracao,furniture_decor,662,35,29,30,209.8
9b75efbd4075448bbfaa18ac950fdb1f,utilidades_domesticas,housewares,894,15,32,22,79.98
0dc555bd1f764dfdb0680f7c2250a707,cool_stuff,cool_stuff,2562,35,23,42,136.04
6c144d6799354bf3af1be0a3f4cf5cae,cool_stuff,cool_stuff,2242,30,22,37,187.85
02ab35fe26e7452097eaba0afcba6551,relogios_presentes,watches_gifts,1930,40,17,18,147.31
f568754e700345cba23b86e024029967,telefonia,telephony,100,50,11,23,69.46
b64a8db245c84622bd9046f37ca9a9b9,eletronicos,electronics,1745,38,26,20,85.82
89b38040663f4504809d8c0d0a9c7623,automotivo,auto,1726,27,32,28,169.4
59e89ee3b30f46e29d77973fb5f17939,telefonia,telephony,2030,41,21,14,82.99
407b67e233444b83a9f2d2ac67c82a62,cama_mesa_banho,bed_bath_table,978,24,24,34,95.53
427235066f53440685dbac154b729b46,informatica_acessorios,computers_accessories,1747,47,21,45,170.45
