order_id,payment_sequential,payment_type,payment_installments,payment_value
22b769412e074cf098758e6126a57f9c,1,credit_card,5,117.8
30574446dc4e4570b8d93a154e0d2a34,1,boleto,1,77.04
f56251c47dae4eec9e5f85c6fdc0bf59,1,credit_card,1,97.69
3371ad41d8d447348a1ff39655b17ca2,1,credit_card,3,198.17
62843ca4f0d144e38e5e999bcb422db6,1,credit_card,4,207.33
dd59ca0f2b4f40278238319ba98b6fb0,1,credit_card,2,83.79
832c49edd2a3417aa150d9bb74b60872,1,credit_card,4,104.32
df527e354c9f408eb6918573dd472f8d,1,credit_card,6,143.73
60edf8236a8b4267b47217af1afadb6c,1,credit_card,3,156.99
7dd7ffa0d231429892aba2ff37b22621,1,credit_card,2,141.21
61defbc7a7754a829eb99d184a5be030,1,boleto,1,312.1
47e76eb891754607bdf66c1902b3c0f6,1,credit_card,4,61.31
dfdfe090009f4794acae27f6ab06c635,1,boleto,1,265.51
1f30e1fa44be447fb62b5a58ef75c01d,1,credit_card,2,193.46
4b0f69aacd674b33be62b75d2ebf5c2d,1,credit_card,6,113.56
fc58f081a3244b7bb36afd01f394c1a2,1,boleto,1,390.65
eea06b86aba542b48b2bce0bc66229d6,1,boleto,1,96.72
7d426150658f4096b560a11d722b7c23,1,credit_card,4,179.55
c0d3ba7d75a746dd95fc165fc209ed7d,1,credit_card,3,255.98
c0a0c477ae7c4a39a7d9d8ec23b05e4d,1,credit_card,2,509.01
a81184f869db4ddaa9cbb295975d1fd6,1,credit_card,5,138.42
d3b0b9ae829b4a6480bcbb1d10d7c31a,1,credit_card,2,155.67
596b5200c1124ca6acac23e749b560e8,1,credit_card,1,155.46
91c4cc086419489ab4a29144bc55a0dd,1,credit_card,2,114.0
0db2469378eb40fdbfedc49d61530422,1,credit_card,5,116.2
c4c906ce2be34959897e855d0685a756,1,credit_card,5,231.71
0e7e257c99294fce8b7d449ac26c65b9,1,credit_card,1,88.9
7c8bf89435654a9db987792644614b94,1,credit_card,2,121.35
24f12da3a07048579270e4ba9c499e2f,1,credit_card,4,92.42
b60f047cd6b94f6b911edebd2a17d75d,1,boleto,1,113.71
db18d16b0a75403f92297334869e9249,1,credit_card,2,171.25
1e61a6a72fdd45139903f0d7e846d3a3,1,credit_card,6,188.05
795ceac8693841c6a4f2a0e8ed561cc1,1,credit_card,5,129.48
95b31892341943d1a897b57d7dfa7f70,1,boleto,1,126.0
ae0c1f8ae3d84d32ad858802777590fc,1,credit_card,4,192.46
bdf47e0c7c77408c99be7754af999f34,1,boleto,1,134.43
6a6f95508a474d899dc7a7c18fc47e24,1,credit_card,1,190.2
ed12d1317d5f4a3c8d50d12cab6d7804,1,credit_card,4,250.86
c55eb6938e1348ddaaee131ed2e08460,1,credit_card,2,176.83
f663c293f07b4f059e0a06703e163c08,1,credit_card,1,192.43
1d5de7a78218427f83f61b2a8478d9a3,1,credit_card,1,157.48
3ed623323c97497ebf795129624fe048,1,credit_card,5,246.34
d633d6065ac749ba959e3699f099937f,1,debit_card,1,160.5
0d2a10e5f9b546ae90e7f9112fc6cca1,1,boleto,1,191.43
8ba806a3eb4f430ab0b53af109879dd1,1,credit_card,5,184.41
0ff366785f7a48fb90c0fe21a34cd8cc,1,boleto,1,104.92
69411bf809b34af0aa927f5157186045,1,credit_card,3,665.41
2daa27a1bac84e47bb4255362421474f,1,credit_card,1,116.82
cb57fc7b1abf43ddb4fca8ba3b46450c,1,credit_card,2,173.76
ef685081d8e4405698fa87e59449a7ba,1,credit_card,1,191.43
6ce3178107cd41049cdce2203a5c8013,1,credit_card,6,304.94
4ce975e2f48140e784293f9f3de5d0a3,1,boleto,1,200.38
f10f561b18de4d9495daf2fb75a3d0ca,1,credit_card,5,140.27
4e2f99a2bdf64dc991e3d4e7248c234e,1,credit_card,5,78.07
e65e1724303b42eabfb5f9e136d8c9eb,1,boleto,1,268.03
aaf6f0c3b09749298c26a9832abbf6df,1,boleto,1,59.38
ffdd57b103c0434fb203e740039f7a2e,1,credit_card,5,129.95
4dd75960c2784207909d7bb32a76fe8f,1,voucher,1,192.07
0981e564da3444a28f3ab5ec6ef683d1,1,credit_card,4,223.35
aa54d5b25bfa427fb421e7c0ee814e92,1,credit_card,6,166.39
e12e3f2034cf4cfc9c7fa0aa4027c820,1,credit_card,2,228.95
808cf692b3f24eecb38c0f453390e213,1,credit_card,3,106.71
4364a536462d48cc99a1238f8ca2a640,1,credit_card,4,89.08
6f45936484874c0ba7691595e782a0de,1,boleto,1,248.47
919712e5aca54efbb5ab538d389dc665,1,voucher,1,281.65
c9a80cb586874a29b0610ceecbf20271,1,credit_card,3,120.78
e308e106111d421bb33594cc67fd8036,1,credit_card,3,114.32
005d4fa6ce3a4c5da116a5ab590a06a7,1,boleto,1,81.21
6ecdbc6773244bd98c0129792ca22fad,1,credit_card,2,154.71
893b3ffbb58b43feb685cc27199e333c,1,credit_card,5,136.21
cb4e8ec97b3e471fb781fb9e18b29cd1,1,credit_card,5,508.25
85b59f0e8ee244ffb952b8c8d1975368,1,credit_card,2,129.61
c8990907f4454691af3e8fbe2dc24413,1,credit_card,3,121.57
f6fa456bfa1e46dab3bfbe3a29999976,1,credit_card,1,148.57
f38001f730064725ac780dbc7d4a3c0a,1,credit_card,5,152.86
5f8762d7017a4315a1a4846c28c5f8b4,1,credit_card,3,155.65
9afa552abd7e4bcca87a8100f195879e,1,credit_card,5,123.11
b6b7ce42b9ff4283a0f432f5cacb5b9b,1,boleto,1,96.22
bf476536f76b4422afd4082a1462735f,1,credit_card,1,166.7
816f361904a142c3b51f793f93c6ed8a,1,boleto,1,188.12
4c9a647cb9be4196b9abb4b43d1fe017,1,credit_card,6,240.79
d384c58718714e26af942d312998de94,1,boleto,1,182.88
d3302812d0f4416e9f273621916ded7b,1,credit_card,2,130.54
d512d32bcbdf4c85b614ade39e6afff6,1,credit_card,1,157.77
71a34e64fb5f46acbf54ea798bdfdc66,1,credit_card,2,367.68
9480170f649b4a4797ee4089fc9fe7fb,1,credit_card,5,203.77
f6130ce23d0946bb8e3c943244eb6f0f,1,credit_card,4,155.62
2f51975e0d1842d0af310f9f0c2a2067,1,credit_card,5,332.04
2181bcf9857f411f9e4974d4dca210b8,1,credit_card,5,234.2
e545d92370174ba5ab29bf46faee13f9,1,credit_card,2,270.36
681f67fe8876413db9a5d64f77c8207d,1,debit_card,1,154.2
8a1bfc4468314235a79903c4ea87b2c7,1,credit_card,1,163.81
9b2b5b3afd6446a6b1b19cfdc4dd4108,1,credit_card,5,171.58
a9911712b2154edbb4e0a744ecf88fba,1,voucher,1,91.53
94dbccdc4ee34771af22690b416058b6,1,credit_card,6,135.89
d8562d1959794048a1e1fb2655f7981a,1,boleto,1,143.92
0d18a3830ea64b9ea4788b7e27385609,1,credit_card,2,113.77
b8d3859a3f4d44bbac10404b2f357332,1,credit_card,6,81.45
a70d81c4c4e441deba72eb4b69e0dc71,1,credit_card,3,341.96
4c963721287941c28b122b59a920e610,1,credit_card,1,389.61
92ea66dc7fdc4f2c8ca5c7959b825305,1,credit_card,4,220.96
192225ee5d164bb4a4fc92a9ec1a43bd,1,boleto,1,61.15
824a805a10e74f0d8032a128a9c36556,1,credit_card,4,185.78
ca20aa0637a04980af3c2b5f6b85ec5b,1,credit_card,5,194.11
7949574bf7be46f9851ba234b7360893,1,credit_card,2,78.64
ea8d302d47bf493383f65015967fcb60,1,credit_card,6,106.37
1b1413b1f6b4489bbb26600ce827a7d4,1,credit_card,3,162.15
15d256c6f0c245ee8e642c12dd8964fe,1,boleto,1,94.51
09eee296a6874cd59384c0cef0d7fa99,1,credit_card,1,100.13
d0bdabdd6f30404c8d95a0f6a1b88a7d,1,credit_card,4,164.67
d30a44124b1b420dbea80a81c69fe44d,1,credit_card,5,76.42
50917ddc289447cd8b7df916f6be6438,1,credit_card,2,95.78
fecb6a518a44490b93573ec4259a556f,1,credit_card,1,98.7
3dd080e1dacd44348035470a089df6e3,1,credit_card,4,158.94
d25f49d456664407951ef05d0ad1fd2d,1,credit_card,1,127.29
cd0a0d323e754dc79f4a9cb645ed8448,1,credit_card,3,138.79
45a54f3b79cd4438bb6e39cd33d9dd9d,1,credit_card,6,91.86
6ad1f489726841588ff160df8685db67,1,credit_card,3,204.05
9bfcb8c0500b48feb83b87b046e10bd2,1,credit_card,5,159.75
aa56f03b27b840c6b2070a26bb5c4abb,1,credit_card,6,343.16
d97c3c05430143eea544617b825d2b04,1,credit_card,4,203.92
ebbadabaaa1045f18a1256f15526cc63,1,credit_card,4,119.51
af218e0d35b54dc79948d3e560e0a78f,1,credit_card,6,90.61
f2f9e45abe8e4d3da6e2fbe5fb0906a8,1,credit_card,1,131.16
5c8b5e1ce41e47bab10efabae4e21c6f,1,boleto,1,87.72
f97f53c8338b46089c2630d2ef7a40f8,1,credit_card,5,273.39
80a1c806e1204ed7bfea203216eecb0f,1,credit_card,1,86.23
37ad558867014141a9aa72aa4d8938fb,1,credit_card,1,179.02
c06863e26edb4841ab18ad939ee52c78,1,credit_card,3,374.98
531f8b92e9044cc08fbe0e8b05fd95db,1,boleto,1,112.2
e66a987fa02c4d92a1d5711286f40863,1,credit_card,4,124.2
92fa8d5b1b09480cb825fffa09cfd54a,1,boleto,1,173.05
6b5e199deb3446c2aa582911218ed106,1,credit_card,5,143.85
0563c97565ca4f99bcad9fd98280eb23,1,boleto,1,127.7
44bbc4ab869a415fa26f0f966a1a4f65,1,credit_card,3,274.45
7f59400f25fc4401b0dbb61e48738188,1,credit_card,2,264.8
5fa62c40d61645a7a372a323e5c4bd5e,1,credit_card,6,209.38
a1a7e4b641d046e49a003d444608678a,1,credit_card,4,141.17
31894a6130514a16a00cb6a23b78543d,1,credit_card,6,224.79
11c2035d2b35464993a9e6be586c0d43,1,credit_card,5,295.7
4d14b78e0f1a4195afb774e2bf5e16ae,1,credit_card,5,171.62
1627c5d22ccc456abbdb25cf7d9d3171,1,credit_card,4,91.65
f10096f152d644d9824d9c682140c75e,1,voucher,1,207.75
dab28684c9714afaa75372d17fd245ea,1,credit_card,1,225.79
ed878a55ee2c4d6f922040aced4b5f56,1,credit_card,6,112.25
bea8c4e6f2b14a86b0465dffbaf621d1,1,credit_card,1,117.88
3f36f16c341947af9db7bc19c137e5b6,1,credit_card,6,218.08
801f7ad39d4a4e46aca75f8c476274e8,1,boleto,1,285.47
5f765e52efb14d4fb992e298cbbeb6e3,1,credit_card,1,104.42
cc3845ecf2164831b44617500f930861,1,credit_card,5,210.14
9360c540e6a74d5c95dfe09c53a52f13,1,credit_card,3,121.96
cd93ca8d08f34f06ba2ef832a3b456d2,1,credit_card,1,290.32
88be5cfff6414707bdd042ac6c8b2812,1,credit_card,1,183.92
c03c968bc28b4fb29121a2d09921c352,1,credit_card,4,117.54
0d4ca8c3c21443eba5e800ff605844cb,1,credit_card,3,108.97
6603df169f55465e8f30d91841980be8,1,credit_card,6,145.81
8f99b541ca99407a8f3a5d4c6a846b47,1,credit_card,6,224.91
c3b10cfec4e7428c9ecaaf9baf395dff,1,credit_card,4,75.17
8990b18ecebe49fd92a0983c98e2c504,1,credit_card,5,151.24
95e54cf2717d415eb2322afcc1158f7e,1,credit_card,5,138.07
ba594cd122364af08d0449b1f6ee95ec,1,credit_card,4,159.49
0ad30213c08249b19a7f5ac67ac0a07c,1,credit_card,5,124.45
7edfad1765864b19a334710157c2f668,1,credit_card,1,210.33
3153f1f9592e48e681febd4a3fff332b,1,boleto,1,206.39
a4cba588cdec40a0921359fcd277c4d5,1,credit_card,2,134.14
e8215139d5b84315b32b64a226247875,1,boleto,1,206.14
ce17c530622d46c8bea336e4bffb4816,1,credit_card,4,113.11
c9136b19cf5c4bb6b83fc99f330f54f9,1,credit_card,5,234.34
701f5687d47d45a9934be2d02b148ef1,1,credit_card,1,342.09
0947403777c143919857372aae358bb3,1,credit_card,5,106.92
f173a3fdf6b5411fb963db9c7b3f5c02,1,credit_card,3,187.72
f6c30dea46504f168b67d4bb3db9482c,1,boleto,1,102.29
4e3bfe6b96b84c43b75e9d60938cc8ca,1,credit_card,2,246.15
274ceaca637e4431a7ed3a04299ec942,1,credit_card,4,107.18
3fd0a0976fad41df994a38f84ea45231,1,credit_card,5,317.69
b39633ba55d44be4905f11d711971c45,1,credit_card,1,332.73
370756cf63524acbae38511a5f426b45,1,voucher,1,80.07
9fb5b0c280994cd4a7a823d2a3dc84fd,1,credit_card,3,182.39
cb72d79f78704e16a129cfdaab27d243,1,boleto,1,374.84
3ae0e8afe48a48c99363d07bcbd09524,1,credit_card,3,123.51
205b4f78ec4c4d4c9f67ad04e29a23b4,1,credit_card,2,145.24
4b4a97a4bb474475ab18c03df06ce383,1,credit_card,3,254.91
2a900c3f1837494b87b093bbac5d3d33,1,credit_card,3,221.15
660b70b713084c5ba559d70f7e5702f2,1,credit_card,3,102.92
4a0bd7e3d458429f83297dacad13574d,1,voucher,1,158.4
46bef491c6ce4bc391dced4219570c2a,1,credit_card,1,125.69
450755f356464db3b9c558ccaf40350a,1,boleto,1,147.88
463c67b063d349c1ad97d7a762d53d2a,1,boleto,1,182.54
127632854a464d57b6d80e4defecdc16,1,credit_card,6,183.67
1f22e24058ad4bc69914fae02b6862aa,1,credit_card,1,130.16
3a79fe68a92d45d08a4b88415ac61e49,1,credit_card,6,227.66
58af7c88715f4c4fb96e14dc32f6fb35,1,credit_card,2,229.24
7b936f0038804ea29071228fd5247c11,1,credit_card,1,196.22
38e7cf49eb1b4672864291d158687a81,1,boleto,1,132.27
041ff20631b94d48980e587aa585d7a3,1,credit_card,2,117.09
d002d82926164457804abd54ce6b30ee,1,boleto,1,47.73
7de775c44f0b45d3a770510640e7b148,1,boleto,1,252.3
f34e6a5103704c9ba70d411a7a577b24,1,boleto,1,137.7
0c1962789ff64e64a5006e57d82b9913,1,credit_card,2,113.25
7f24e9782c954fd89a39339b51c8b3b7,1,credit_card,1,132.51
e0776c3041bb44069e434031beea63e8,1,credit_card,1,219.35
85bcb7b9ae3447409b18039bf368130f,1,credit_card,5,117.77
24ecde70a04843daa63fd5c9d571764e,1,credit_card,4,173.39
ccf1c569f9094a2f83a494cddc2efbac,1,boleto,1,357.11
0b1efeec47ce46158f0bdfc271cb2cb7,1,credit_card,3,155.75
0a4559b355a94d2d96409fe77b846ab9,1,credit_card,1,157.42
63f85482ec72488780830404225343b5,1,credit_card,4,135.87
98877e8c4c1b42f2a9223687459f842d,1,credit_card,1,165.09
caa92504cef54bebbce54a0b2a45871f,1,credit_card,3,103.1
b677137347e44abcaf371d4018a89cfc,1,credit_card,6,433.94
83ec43638a9d4271bdfcac420593b088,1,credit_card,2,175.1
c0b30fe01a3341aab04c5651216cc0f5,1,credit_card,2,86.67
b4954a9904c0416895af8ac74601e643,1,credit_card,1,169.24
10deb160cfc644e3b67157f9a7af769c,1,credit_card,6,127.05
5739a5bbafdb47ccbca1049528dd1c91,1,boleto,1,293.89
43df09cafae444618b50a863c19e4283,1,credit_card,5,236.34
736f3dd472324a83aa3c826d1592643f,1,boleto,1,222.45
bc2857f453924845aa3e05a05fbccaa2,1,credit_card,4,117.73
4338e6c002f34b54beb678c0fffcfbfd,1,boleto,1,200.3
68c2f6aeddea4418b83043c6be9eee26,1,credit_card,2,134.16
79785051936848c68e8fcca2a9bd9bf8,1,credit_card,6,150.93
ea8a18a20a0e4a53a3a632447995e160,1,credit_card,4,54.16
f0673e453cc8435e89c7c1e96734a9b1,1,boleto,1,118.67
b277dca21ad94d4ba1c13287bfbbfdf9,1,boleto,1,464.97
848fa1775a154797a3155c2b9c2843cd,1,credit_card,2,195.06
228707fd51034102af730abdfed02398,1,credit_card,2,172.43
18c949fd351648868bccbed11e1d659f,1,credit_card,5,107.06
35cce7ac463b4a8b8f78441164218492,1,credit_card,5,110.98
1cdb322c483b4c00bbe5e9cc46937093,1,credit_card,6,108.55
d4543706ffef428e8837a97ba2c1b73c,1,credit_card,2,401.45
bf18fdbfafc5474a9d92ccd9a724eac7,1,credit_card,5,424.61
a58cade3e44d4c44ab2037a01fce1867,1,boleto,1,133.07
e9a2d73bc2ae4673b98b1131f5cba938,1,credit_card,4,155.95
c6cc7289b2304b6ebd581860be455ae9,1,boleto,1,201.49
a41036c6225342338d175750c0c92113,1,credit_card,2,266.3
9796a114684c48d9ab9d625f3933c3e2,1,credit_card,3,45.94
d085b137bf8d49958a07237d59fd6a09,1,credit_card,3,477.75
3580bde78b4d491aa4870c1f53213669,1,credit_card,5,220.09
4cd048dcf67a4678bfe7cb76b50dc6c0,1,credit_card,2,314.19
915416ae4f424af4b7cc6902f82c1e12,1,boleto,1,182.95
c3829e9a5f334722a766d9f087cab391,1,credit_card,6,83.32
88683bfc31544ce590de61be503526bc,1,credit_card,1,138.06
d28dbaf09ecd4bb4930aac3b76d1e5b6,1,credit_card,5,114.01
2fd62481b72f4227acc54d91a729c0d3,1,credit_card,5,42.09
38431cb3aee745ee9aa1e1c2328d1730,1,credit_card,6,98.75
dc76105d7aba46829e048f0e9aa90519,1,credit_card,2,127.26
49de85f6d15b466f81214ce0df1bb733,1,credit_card,4,155.86
47d3f51ed9f749e3befdfa94437a3e9e,1,credit_card,1,240.52
aefe9f607dbd49678c7cade3937cedc5,1,boleto,1,166.01
97ec8aebdf0841c8b268adab43b4e7ba,1,debit_card,1,185.02
9fe754108a8745498f9a1af5a2d495e5,1,voucher,1,154.93
4f6f43bd0c8046bab56d7989ef126163,1,credit_card,5,139.06
ca7871502cfc4b8b88c555096240b285,1,credit_card,1,115.64
dcd9780b092a4622aace6c7734ebad29,1,boleto,1,101.82
dc99841bd8b24ff38446c1de3b49b589,1,credit_card,4,81.31
0a2c76dbae584b26ae9a0b4ed7ab3624,1,credit_card,4,352.4
cca2eddcb76542688d87fb8b5d1195de,1,credit_card,1,149.81
81911040f5b3479a86b00ed2d3f86a56,1,boleto,1,116.55
3215632154824246869af3cd19ebca6d,1,boleto,1,163.07
8bd09b5a0dca43d09b50aa782c19d829,1,credit_card,1,89.17
77149390dfc74f7097c5b6186a8e7e5b,1,credit_card,5,472.14
f16536192db04063aec92ca1e4a356b2,1,credit_card,3,139.69
6392ee1a36a440ed883469c5bb0f4e2a,1,credit_card,2,165.17
ee7a911f10314f259344f669530d8270,1,credit_card,2,130.68
b83d6e8ea441400da01100b627016f42,1,credit_card,6,314.97
c875b3528178468a8355675d34042510,1,credit_card,2,142.46
ffd348c8ca45427cb49783c290a20295,1,credit_card,2,82.19
bcbc9a059d7745fc9ff6196d0b332957,1,credit_card,6,182.67
226e74e06b9c4521a6f8ca921b7e43cf,1,credit_card,2,116.5
dd97ee83ebb34ca7a425a01b9f9b88ed,1,boleto,1,91.07
6880118db7b04b3e89a6ee75880b6348,1,voucher,1,134.32
148fb67274b9414aa51665652061dae3,1,boleto,1,152.83
3e1cb816a9a345ee8ae1c3389ac1e366,1,credit_card,2,195.93
04618984c8ac4ee9b42fcaae3d367dcf,1,boleto,1,130.99
769c4b9b597742b19e9c3398bdb3860a,1,credit_card,1,162.35
0780f614a47f4bce9ce6809149b06fd1,1,boleto,1,109.13
9eaf2ed3cff640e4b46b734b86c356f5,1,credit_card,6,41.93
1fcf934febb2436aba509297c40ecb9d,1,boleto,1,197.52
b451c5d7020c4330ab08c2f6ff03c18c,1,credit_card,2,114.8
b7f4a01720a44831bb1ef3884a7e194c,1,debit_card,1,91.49
22b4d7b30a8840918498f92b4c827faf,1,credit_card,6,120.75
2bb584143f724b9ab04af76196ce3b3f,1,credit_card,2,149.2
5a5b02a3cf12466aa7fdad6faab4e7be,1,credit_card,5,137.94
849343d261254268be3d4b3111a31ef3,1,credit_card,4,195.37
75f79051a5f24357a09037fe3919c6ed,1,credit_card,4,262.89
0f945bc628a0444cafb09978a72f14e3,1,credit_card,1,183.75
0b93a2651863473993f86d27a9f9e43d,1,boleto,1,75.78
20e971f4355e4a56b39b67eb751ebef7,1,credit_card,4,169.69
96e7d4c89e0c484498441ff59f9ad240,1,credit_card,5,124.9
e3908f721e694d5996a927a28f7ac255,1,credit_card,6,188.75
10650b2d44104c90ab603ab0f3e19b5b,1,credit_card,5,133.89
4265c4d5706f44e592d65674353687ec,1,credit_card,4,193.57
6b4a752d1135430cb63ec31c8b8226c6,1,credit_card,4,128.85
7d821852d1234f259551d54b208d3c90,1,credit_card,2,90.69
1ae53922e81940a59bf7f2fd79a2cd81,1,credit_card,3,234.39
e72cd3c875c24f72a6512a8268c7a97b,1,credit_card,6,107.46
9a97b3b5c16747459ff76fe59a0eba55,1,credit_card,1,202.0
ac05dab1b3e34b06ad6914c7001ae789,1,boleto,1,107.71
5021346e82454314b66edfea84353c32,1,credit_card,5,152.1
60bcd92a319d426c9df21d3ab443029a,1,credit_card,3,240.14
344320bbad874018b11ef93c2b9cdc06,1,boleto,1,158.64
eccf0d2d3ff843f586c30441275dedca,1,boleto,1,219.7
4ff6d759dd8d4610a83f71a5c0e16fd8,1,credit_card,4,319.25
5dabe9e67f044e1a90103b0c42992b83,1,credit_card,4,254.76
fb690acbe11646cd9dc2dd359e9ce382,1,credit_card,4,79.61
08ca842f9ad44bc880674676d58480de,1,credit_card,4,131.29
d010093706164e2fa8410740e7e032de,1,credit_card,2,120.45
a545b6e143fc4e7a8517968f2959a101,1,credit_card,5,132.35
c7c694e5a9a7477280f0c5957d1dc62d,1,credit_card,2,100.71
e4166283eb9b4cebab0293b8bf4f39bf,1,credit_card,1,99.42
e9ca41fce1514e0f991921e1d1a4d678,1,credit_card,6,173.03
eda36433bd774875beadb36d1a0a05f8,1,boleto,1,106.09
9d9435cc50b244488a26857f7dbe13a3,1,boleto,1,284.53
acadb35ccb9544669ad9d3853b6650db,1,credit_card,4,114.22
cff06f13cd0b42fb93546cf535b91ae6,1,credit_card,5,207.43
260439bdbb154a17957d3e229ae670ff,1,credit_card,2,237.0
429f4747916a4693a758cbdc4735223f,1,credit_card,5,154.94
7fddadb6ddc9450a83f8d20a06908838,1,credit_card,6,191.64
cfb71b3370c54b0c9b518cee2d31764e,1,credit_card,4,174.11
852f1f6de86b457eb163752d21f76c43,1,credit_card,5,86.14
ea09ab5f7a0a44fc9ff8326b137dfde2,1,credit_card,1,98.09
f438bd67f9cf419baf107ccddd89e305,1,credit_card,4,79.62
d75cd1861b0b47fcbf8948fe8802fe90,1,credit_card,1,405.95
39436ed5d6784685931f3f2d2d8d8d06,1,credit_card,6,163.87
664f7f83d55f4625a8d9d7bec407b217,1,credit_card,3,179.74
02f9943cf9bd4ea9a264dcbd4851b37c,1,credit_card,4,72.88
7cb7ad69a0484ae49b31e60b7eb0132e,1,credit_card,1,168.34
5d0c88df8c2847b2b9561b0d0dc66722,1,credit_card,4,126.33
e9128c0884604716abf2fc825d232701,1,credit_card,1,109.73
dfaec792bbaa48f0b9e7f16074342246,1,credit_card,4,200.39
31ac48d0b1304de88528d270ad0b6a65,1,credit_card,2,135.69
157ec766e714490db633e7b888482e22,1,credit_card,2,104.78
68d5e26bd64049dfbbe52c3c3f25f105,1,credit_card,2,112.15
aec5d402500946e48cd32daeab338dca,1,boleto,1,321.25
d3abc5d728624499a9f36b5bbf1d52b3,1,boleto,1,285.92
d13a261ddacf493f9c9ce1d33d470973,1,credit_card,1,211.4
08db711d727e42439c5ebd35405d9663,1,credit_card,6,168.89
f3f29ed33dc144fb9e9622970979660e,1,credit_card,3,78.2
2c52056070a64d4a912f15aac0674a70,1,credit_card,4,118.96
241348b4d09a45b28135257d9b436e59,1,credit_card,6,131.0
033cbb12d27f4b50910ff7252d151e63,1,credit_card,2,84.42
52841b1b9ac24fe19df620e0b8331548,1,credit_card,5,98.47
25c71b4194e7498abacc6cc53557e25e,1,credit_card,3,300.88
8b485fbddf554eba81aba5d2f55a3405,1,credit_card,1,112.62
b74778eb5bec4223819797979d613d9b,1,voucher,1,232.34
4c081a79d1ed4a5f88ec7187a656d8fe,1,boleto,1,99.58
63455449ea8b4c8196a0ce783cc7e28d,1,credit_card,4,104.87
4778172b2f994b3eaa94430148638ec1,1,credit_card,2,144.99
84ae23d08abf41a9b9aabefda41a9753,1,credit_card,4,136.0
88b2bf8856fd406b9356e789ce4c5a12,1,credit_card,1,118.71
8343e95726984af69d7df6c154bfe85d,1,credit_card,3,138.75
293967e2a66343daacbadaed32cbdacb,1,credit_card,2,138.74
cf77803378bf4edcb5966bd153ae959c,1,credit_card,4,135.9
754e94bb14d7451792bcf7fe249e1cce,1,credit_card,6,159.92
4704b59283734439a9a2712a3bb94d14,1,credit_card,4,183.92
ca58779a09014d8da33be85169f9a295,1,credit_card,4,143.52
0483b9769ef94d79935748cfef6e7564,1,credit_card,4,197.11
a007c1ce2fc94181819d72d492f8ff0c,1,credit_card,4,64.06
05ca1fe089224f1ab53baefa0d0c134e,1,credit_card,2,257.89
17e4019a28004bf486e0a3012cb3ff90,1,credit_card,3,87.7
4f6179c280fe4281a46361f995a10088,1,credit_card,6,224.28
020317ff8c31449c9305c56a793ace70,1,credit_card,3,196.89
ada9d76362164ec78955681d46ab3912,1,credit_card,4,93.0
9227c1e192ee46d787374292b912e19a,1,credit_card,3,183.68
6cf52099fec64670a78c5a609328f38e,1,credit_card,5,188.3
