order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
98a76d6da7f947a084b208b539d3e468,ff0a5b94f36e49cf95e45eb655de9a49,delivered,2017-01-19 03:52:38,2017-01-19 15:22:38,2017-01-22 07:22:38,2017-01-28 03:52:38,2017-02-10 03:52:38
ecc6b8fa41b44fc79c7ae9c1c061473c,51e536475a594523811897b0eba9ba92,delivered,2017-01-11 00:28:15,2017-01-11 05:53:15,2017-01-13 15:53:15,2017-01-24 00:28:15,2017-01-30 00:28:15
5b31960dabac459e85f997b5a38ed56e,cbbd22928693427dbc782948720f3758,delivered,2017-01-09 13:08:29,2017-01-09 19:04:29,2017-01-11 20:04:29,2017-01-25 13:08:29,2017-01-25 13:08:29
8e051e377ab94f9e817e1dbb961ed173,835ea37b5fce4c9bab42cd2cffc8e103,delivered,2017-01-15 22:11:19,2017-01-16 07:03:19,2017-01-17 14:03:19,2017-01-27 22:11:19,2017-02-02 22:11:19
6e92939fa47e4504bad18a5463163516,2f78223699174dc5b5bc8a6a381b39e1,delivered,2017-01-19 19:28:21,2017-01-19 20:18:21,2017-01-21 00:18:21,2017-01-31 19:28:21,2017-02-06 19:28:21
29f07fa03b2d4fd1a92c0b998186eaeb,8daa25db421c4979b2530012b563b066,delivered,2017-01-26 00:05:08,2017-01-26 02:43:08,2017-01-27 06:43:08,2017-02-07 00:05:08,2017-02-17 00:05:08
7aa5c9ea68334367882e3650e40eb015,4ba4199d89e94e1d927915ac853627c8,delivered,2017-01-02 17:36:33,2017-01-02 21:50:33,2017-01-03 22:50:33,2017-01-09 17:36:33,2017-01-26 17:36:33
1e3769b160f34f478d5bfdea0be20d2b,6a909a20121e40a7b865d50eea9c6356,delivered,2017-01-14 13:58:50,2017-01-14 14:59:50,2017-01-17 09:59:50,2017-01-29 13:58:50,2017-02-05 13:58:50
e9d6be2601ff4aaa97cbf78abcbca2d4,15979c60d6b5429a95e21c5f7858da6f,delivered,2017-01-10 01:43:59,2017-01-10 02:05:59,2017-01-12 16:05:59,2017-01-28 01:43:59,2017-01-31 01:43:59
b050ba20b85f464199e2ca784c7b0133,a684e5506221439486e4864cc4054b3e,delivered,2017-01-22 19:22:37,2017-01-22 21:35:37,2017-01-24 06:35:37,2017-01-27 19:22:37,2017-02-08 19:22:37
f8c2983767b6410bbb1cfc41b21e3d25,1b1b436cc02a4dd4bd8642ac5c8f1137,delivered,2017-01-22 06:27:46,2017-01-22 14:01:46,2017-01-25 03:01:46,2017-02-01 06:27:46,2017-02-12 06:27:46
cc7a080821e848ada34c2ef2ab9a63d8,035e4b20be23488eb325d4510a1ae948,delivered,2017-01-07 20:05:17,2017-01-07 23:27:17,2017-01-09 06:27:17,2017-01-12 20:05:17,2017-01-30 20:05:17
b7276c88c79544de94b9205e74b0125d,a7424e75cf894f5faa18f70a24dabd85,delivered,2017-01-16 05:01:56,2017-01-16 11:39:56,2017-01-18 07:39:56,2017-01-26 05:01:56,2017-02-01 05:01:56
b6b9e38f15ce4757b446de55990c102b,28620d4d3d53480bad48c5d17be34c4f,delivered,2017-01-27 10:56:52,2017-01-27 11:11:52,2017-01-28 20:11:52,2017-02-11 10:56:52,2017-02-19 10:56:52
da6d3e354f30452d81334dad5ec61c0d,232e8268d43a41459351161c6d58decd,delivered,2017-01-13 01:29:10,2017-01-13 11:17:10,2017-01-15 19:17:10,2017-01-25 01:29:10,2017-02-08 01:29:10
e1afcfdb91f94498897ead25c0357426,110194285b234f7b81927627a3d2b2c6,delivered,2017-01-21 17:46:45,2017-01-22 00:38:45,2017-01-24 08:38:45,2017-01-24 17:46:45,2017-02-05 17:46:45
181ec2c32a9e446089796f32ae05ab38,754f4c65b11f41238e2751dd1d02dcc6,delivered,2017-01-06 16:22:18,2017-01-06 19:57:18,2017-01-07 21:57:18,2017-01-19 16:22:18,2017-01-22 16:22:18
a7d1a3562f8f40a5a526a51483902525,223a2a22664c4c6fa0b99a7b96394f98,delivered,2017-01-14 07:41:28,2017-01-14 18:49:28,2017-01-16 04:49:28,2017-02-01 07:41:28,2017-02-01 07:41:28
b1069673c6844cd3849333a5eaf72b67,082058da20f2494ba65d217a7cc122ad,delivered,2017-01-28 11:03:11,2017-01-28 16:18:11,2017-01-29 16:18:11,2017-02-14 11:03:11,2017-02-20 11:03:11
7b43f99b928544c585a23d16a64ecee5,d6b021327697450ba8e7370569b90332,delivered,2017-01-28 02:03:59,2017-01-28 08:36:59,2017-01-30 21:36:59,2017-02-03 02:03:59,2017-02-16 02:03:59
9eecd59238d34ae6a47b311b71a4def0,ae6ea32819f948558da058a839e6357a,delivered,2017-01-18 14:33:18,2017-01-18 20:03:18,2017-01-20 02:03:18,2017-01-30 14:33:18,2017-02-08 14:33:18
30d74df3bc6448ea8351cdbb810a041d,3ebc6214db4e4755b0ff4689f54d5473,delivered,2017-01-25 11:54:50,2017-01-25 18:59:50,2017-01-28 09:59:50,2017-02-02 11:54:50,2017-02-10 11:54:50
cc636185560b4cbd8886b00d65ac30d6,a880f9331d6f40c59eb301a61c1e6150,delivered,2017-01-21 02:25:35,2017-01-21 14:10:35,2017-01-22 14:10:35,2017-02-02 02:25:35,2017-02-15 02:25:35
c3134729ce024a8581e6adf6a1d4dfa9,6bdcbda455ad439585bd74046dc6c88d,delivered,2017-01-23 18:19:30,2017-01-24 04:44:30,2017-01-25 10:44:30,2017-02-04 18:19:30,2017-02-07 18:19:30
434572504cc043b5b77bf8bdb0319aff,6b1f3d8086cb442bb4a96fa83743341d,delivered,2017-01-15 12:31:52,2017-01-15 17:30:52,2017-01-16 23:30:52,2017-01-31 12:31:52,2017-02-03 12:31:52
bb2b5fca9df647c3ba96d178f8ffd733,7a8b5a2a5d6345c5aa7ddac19005599d,delivered,2017-01-18 10:52:26,2017-01-18 18:40:26,2017-01-20 00:40:26,2017-02-02 10:52:26,2017-02-05 10:52:26
9d9cd13712fc425aab3d994e1c3bc255,78d08d6fa4694cfc89d76ce7d7427488,delivered,2017-01-26 16:23:37,2017-01-26 18:59:37,2017-01-28 13:59:37,2017-01-31 16:23:37,2017-02-16 16:23:37
0eeb69725b904905b4425d640f1e64d8,1657a1c2a5fc47b9af29a71af87975ea,delivered,2017-01-21 07:17:46,2017-01-21 10:29:46,2017-01-23 06:29:46,2017-01-26 07:17:46,2017-02-04 07:17:46
4d6d4cc2e35642f3aa80e99628d054fd,c6cee8fe7627492f94029062b37a383a,delivered,2017-01-17 06:44:07,2017-01-17 16:44:07,2017-01-20 10:44:07,2017-01-22 06:44:07,2017-02-04 06:44:07
12d020aba6e74caea9bfef033c93c968,dc39b0765ad14fb5843a815410fc081f,delivered,2017-01-15 09:29:16,2017-01-15 11:19:16,2017-01-17 07:19:16,2017-02-02 09:29:16,2017-02-07 09:29:16
0ea60db06e2e4dd28c27680ee65728e2,34b32eac251f402682a5e415d342cccf,delivered,2017-01-25 16:03:11,2017-01-25 19:14:11,2017-01-27 11:14:11,2017-02-07 16:03:11,2017-02-20 16:03:11
c09abfb42bc44c23af2fd91077b95466,9e6da4f4611c4fef897916481c2fed92,delivered,2017-01-31 00:47:31,2017-01-31 04:06:31,2017-02-02 09:06:31,2017-02-14 00:47:31,2017-02-21 00:47:31
3107adc1b8164e05a2dea176a3fbc90d,cc13192b01f94655bb9420b1bf61424c,delivered,2017-01-22 09:43:29,2017-01-22 12:54:29,2017-01-24 12:54:29,2017-01-28 09:43:29,2017-02-15 09:43:29
d1e9d48f5f2c48a3a23695a176c88f6e,447ca5a5ac0549e6809dad8fb27e5a60,delivered,2017-01-05 00:30:49,2017-01-05 10:30:49,2017-01-07 15:30:49,2017-01-12 00:30:49,2017-01-21 00:30:49
03e122f7f2154cbab648262cf646ee7a,89758e9801d8432faf2ac73a29111128,delivered,2017-01-15 00:32:56,2017-01-15 04:53:56,2017-01-16 17:53:56,2017-01-27 00:32:56,2017-02-10 00:32:56
42d5067ef2e941bf9df3ce989ede2896,64274d12e4744092874fb600f4e4fd9f,delivered,2017-01-18 05:36:57,2017-01-18 17:35:57,2017-01-20 05:35:57,2017-01-31 05:36:57,2017-02-07 05:36:57
600c93151f1644e7b2b30aeb56136794,d460d449d50e469d980cffbd5b26eca3,delivered,2017-01-01 04:28:33,2017-01-01 06:58:33,2017-01-04 00:58:33,2017-01-16 04:28:33,2017-01-23 04:28:33
55cbbe7c404d4e45b90415eeef36dec3,57707975e769473aa31ee5084801f645,delivered,2017-01-26 14:38:03,2017-01-26 22:39:03,2017-01-28 18:39:03,2017-01-31 14:38:03,2017-02-14 14:38:03
543d32feaec84ca0a6cb3b5b557fa57d,7de634ef69364bc586b7f87d8961c3fd,delivered,2017-01-27 13:01:57,2017-01-27 15:28:57,2017-01-29 06:28:57,2017-02-03 13:01:57,2017-02-10 13:01:57
5375dfab91f149b8b5dc038f13e502e8,01751ce235bd4c429a9a0ae3af5f7649,delivered,2017-01-16 23:50:35,2017-01-17 04:39:35,2017-01-19 07:39:35,2017-01-29 23:50:35,2017-02-09 23:50:35
948fc3ea440c4bb085917e6cfa9bcf5d,e3ad87f372034200a24ea7b3919d1b43,delivered,2017-01-05 16:35:06,2017-01-05 17:11:06,2017-01-07 06:11:06,2017-01-18 16:35:06,2017-01-27 16:35:06
337ea1e7dc27448bbf1b4efc0c74c783,535b72d775a545a1a3abdd129b7a01f5,delivered,2017-01-06 15:09:14,2017-01-06 17:45:14,2017-01-08 10:45:14,2017-01-11 15:09:14,2017-02-01 15:09:14
f16a99dc83a04e5f8885cb281ad367bb,1ea2e453a09042b19c1185b6f3c7118d,delivered,2017-01-25 17:37:41,2017-01-26 03:06:41,2017-01-28 21:06:41,2017-02-02 17:37:41,2017-02-18 17:37:41
84450d2e692840dfa934da19645486cc,dd847cd6bb364113a62d5396de7134ab,canceled,2017-01-10 13:48:54,2017-01-10 16:05:54,,,2017-01-25 13:48:54
d16ea1fa97484921b14279e7ec64032b,ce56658a19b0486dbce2acff807822e9,delivered,2017-01-07 04:59:58,2017-01-07 09:19:58,2017-01-10 02:19:58,2017-01-17 04:59:58,2017-01-28 04:59:58
9e9040b086ea4fcbb24767205e6cb4ef,42b442a7ff184570af540bd212f5b682,delivered,2017-01-27 09:16:28,2017-01-27 17:40:28,2017-01-28 18:40:28,2017-01-31 09:16:28,2017-02-14 09:16:28
f92300a518c54e5eb782e1fc9109e275,03b38e380f804882a936fe23f15b58e1,delivered,2017-01-11 19:43:55,2017-01-11 20:30:55,2017-01-13 09:30:55,2017-01-29 19:43:55,2017-01-29 19:43:55
8ada05370d7d42aba04e6dab0ef0560b,9c9149e0fe3a452ea61017fd086b7973,delivered,2017-01-27 08:54:14,2017-01-27 10:00:14,2017-01-30 10:00:14,2017-01-31 08:54:14,2017-02-16 08:54:14
3c4bf18ab329420dbb93ab85171ed895,39abf9aa8507453aa162f429a8780244,delivered,2017-01-16 07:27:47,2017-01-16 15:56:47,2017-01-19 15:56:47,2017-01-30 07:27:47,2017-02-07 07:27:47
a342c3aa6b7e4308bf0ec8c75e4d335a,8489fe5701874a2e993dc1d1fbf01899,delivered,2017-01-15 07:14:14,2017-01-15 11:16:14,2017-01-17 19:16:14,2017-01-24 07:14:14,2017-02-05 07:14:14
3195f789eeaa41129d9c7af8d396abbd,95f8fc44f48c40c7b4874e4cf6eef19f,delivered,2017-01-30 09:50:43,2017-01-30 17:32:43,2017-02-02 07:32:43,2017-02-11 09:50:43,2017-02-23 09:50:43
79c02d300de646298ccaf4470bf14303,23f28d56618e44aa8d4960633a8b9aea,delivered,2017-01-04 04:47:43,2017-01-04 12:54:43,2017-01-07 02:54:43,2017-01-19 04:47:43,2017-01-20 04:47:43
594aa2a4ece948d3aefa7094fd38ab10,7664bb44da7e4c0caf80a78e9b386ca1,delivered,2017-01-09 21:08:48,2017-01-10 04:39:48,2017-01-11 11:39:48,2017-01-26 21:08:48,2017-02-03 21:08:48
ce753e5e274345038edc9d951191abb3,f5d3f6b5d4f14f4ba03b2008ee339042,delivered,2017-01-23 00:04:07,2017-01-23 11:12:07,2017-01-25 08:12:07,2017-02-05 00:04:07,2017-02-17 00:04:07
f5461084f27f40f5b96a307de847e1a1,a5e1ba959ed249c293e013cbbd3bd69a,delivered,2017-01-29 13:29:45,2017-01-29 18:48:45,2017-01-31 10:48:45,2017-02-02 13:29:45,2017-02-24 13:29:45
dd88620352de4bdc9ecb6a22c2eb2559,d5e87bb2178a427eb6da8411fc75c61e,delivered,2017-01-29 23:45:32,2017-01-30 00:18:32,2017-01-31 10:18:32,2017-02-10 23:45:32,2017-02-24 23:45:32
af2250a508344cfa9f20d2689e9d48ce,dbba23f33264439e98367fc7357a5478,delivered,2017-01-18 06:14:19,2017-01-18 15:35:19,2017-01-20 21:35:19,2017-01-24 06:14:19,2017-02-13 06:14:19
6b91698504c448ffb0a352b5939e5d99,17155d6844794d78ae6845ed6a27ac97,delivered,2017-01-02 07:32:54,2017-01-02 11:01:54,2017-01-05 11:01:54,2017-01-16 07:32:54,2017-01-20 07:32:54
f1437941516f4cd1be18435ef5857ee9,a70aacaf32d744d3b0e9dc1ecab46d6e,delivered,2017-01-30 22:36:23,2017-01-30 23:20:23,2017-02-01 16:20:23,2017-02-05 22:36:23,2017-02-25 22:36:23
820c18b92f204883a6e475c33bc7b15b,78e5b14c4b464231a52fe11f98bea6a2,delivered,2017-01-23 05:41:37,2017-01-23 14:08:37,2017-01-25 23:08:37,2017-01-27 05:41:37,2017-02-15 05:41:37
5ef979851a4a417eb254febfc073fbd0,c70650b339a94dc4836f452532bb92e4,delivered,2017-01-19 17:25:13,2017-01-19 19:16:13,2017-01-22 11:16:13,2017-01-23 17:25:13,2017-02-08 17:25:13
8172e56b1c0d445dbfa833874efbaba2,837c06b249184792b42c17a8455085fb,delivered,2017-01-30 01:49:14,2017-01-30 08:40:14,2017-02-01 21:40:14,2017-02-04 01:49:14,2017-02-22 01:49:14
b8ff4073f4224939b464877baa13efe5,f8d9bbe4a89b43a3bd607b853844cbee,delivered,2017-01-23 19:34:47,2017-01-24 00:11:47,2017-01-25 17:11:47,2017-02-03 19:34:47,2017-02-15 19:34:47
b374082bfb8446559a75f3c7b15f8333,8efbdbe7391c40fdae580f32323510ca,delivered,2017-01-06 14:49:11,2017-01-06 22:54:11,2017-01-08 12:54:11,2017-01-09 14:49:11,2017-01-31 14:49:11
69b32f4bb5ab45bfab83afc28643cb8c,c13f225a533b4f4ab6898e7060484de1,delivered,2017-01-10 05:54:14,2017-01-10 08:54:14,2017-01-13 01:54:14,2017-01-28 05:54:14,2017-02-05 05:54:14
4ff50b912a1b4deaa5ab55d16f3cbf40,99b3bbef5ca440df930e1d3cb4f63bd1,delivered,2017-01-27 05:31:49,2017-01-27 17:08:49,2017-01-29 02:08:49,2017-02-06 05:31:49,2017-02-11 05:31:49
2fac2ac16a0e45419085a97c59ecadec,abeed9eab9884c82b8a020323a9b1827,delivered,2017-01-31 07:34:10,2017-01-31 15:18:10,2017-02-03 15:18:10,2017-02-14 07:34:10,2017-02-26 07:34:10
e9cbee763d2245e785852009fb632574,480b2fbd736046cba62be3fa325c4b01,delivered,2017-01-23 08:26:01,2017-01-23 13:49:01,2017-01-25 14:49:01,2017-02-05 08:26:01,2017-02-16 08:26:01
b08c2e7b45834c47993d62bfe0cfb8ee,e6457723795242e4b2fcdf6bcb07281d,delivered,2017-01-21 17:27:50,2017-01-22 02:18:50,2017-01-24 09:18:50,2017-01-27 17:27:50,2017-02-10 17:27:50
94c6b0912c9249538b6f8fbcb88f67b8,45f524de61f945fab383ee7dca7b3e3d,delivered,2017-01-19 02:48:31,2017-01-19 06:20:31,2017-01-21 06:20:31,2017-01-22 02:48:31,2017-02-07 02:48:31
531c9c4e84f641cd8a303c87880ec0af,7344b719bc674faf9c1a70224c91cac0,delivered,2017-01-30 02:05:50,2017-01-30 02:52:50,2017-02-01 08:52:50,2017-02-17 02:05:50,2017-02-21 02:05:50
717a08ff09f443f4845b9a37fdb028e5,76e1d55447044e4cb431316df5f682ff,delivered,2017-01-24 13:13:30,2017-01-24 14:40:30,2017-01-27 03:40:30,2017-02-11 13:13:30,2017-02-17 13:13:30
148b928c2a794cc592bd20ca550265a2,927ecf353c81433491da39d1a12a90e7,delivered,2017-01-17 02:39:12,2017-01-17 14:24:12,2017-01-18 23:24:12,2017-01-25 02:39:12,2017-02-07 02:39:12
115bb1135a4b4677a65e78b59c468417,34edc8c0fa924268a7c3b7d0051230a2,delivered,2017-01-15 16:58:31,2017-01-15 20:11:31,2017-01-17 14:11:31,2017-01-27 16:58:31,2017-02-10 16:58:31
f7d04b9daccb4cb7b58d62d4503ffb48,dc8ed48686354b7392c482dcfe1dca9b,delivered,2017-01-14 12:35:24,2017-01-14 22:41:24,2017-01-17 21:41:24,2017-01-25 12:35:24,2017-01-30 12:35:24
8535e13053fc4cceb703f601baa48c1a,28c5a0456cbc4861a657c6aa19ab8cfe,delivered,2017-01-18 05:12:28,2017-01-18 15:01:28,2017-01-19 23:01:28,2017-01-31 05:12:28,2017-02-12 05:12:28
c94a40a08f764f1eba22c24c777ed41d,eba2a5ebea5644689d9adaa8b411bd99,delivered,2017-01-28 15:36:01,2017-01-28 18:52:01,2017-01-31 02:52:01,2017-02-02 15:36:01,2017-02-13 15:36:01
11849b4823a745d9be6710cfa652cdd0,30c2c2fde0844782807662ac878c01d0,delivered,2017-01-12 13:30:04,2017-01-12 20:23:04,2017-01-14 06:23:04,2017-01-20 13:30:04,2017-02-06 13:30:04
85dc9d8ed390494b902dff7fbc1041f0,de531fb2a93d4eaf8539e9aad1672b1f,delivered,2017-01-14 04:51:49,2017-01-14 10:01:49,2017-01-16 04:01:49,2017-01-24 04:51:49,2017-02-04 04:51:49
1c204d40efa84325bc35254472e5c2d8,e6c5ecff65124c4e8344b9a47d64faf9,delivered,2017-01-29 03:55:10,2017-01-29 06:25:10,2017-01-30 09:25:10,2017-02-02 03:55:10,2017-02-16 03:55:10
5229139df77d456c95c607b8daffa15c,02125def68cf4627a2b9f59e6e1ce886,delivered,2017-01-04 04:18:30,2017-01-04 11:19:30,2017-01-07 05:19:30,2017-01-20 04:18:30,2017-01-24 04:18:30
02256d9fd6224798abffa05512f0e0fa,8e8b09363f594ff698e24c10c28c730d,delivered,2017-01-24 08:03:39,2017-01-24 16:24:39,2017-01-26 14:24:39,2017-01-29 08:03:39,2017-02-10 08:03:39
bbde11abccee4e1080b18716f66f018a,1737c285e75e4b27a090ef66a2c4c714,delivered,2017-01-17 03:19:47,2017-01-17 13:43:47,2017-01-20 12:43:47,2017-02-01 03:19:47,2017-02-07 03:19:47
e2eacd08cb7841d8b5a34cb9cc039e73,511c95b0727c41caa546d81deea5acb8,delivered,2017-01-03 19:09:00,2017-01-04 00:02:00,2017-01-06 15:02:00,2017-01-19 19:09:00,2017-01-22 19:09:00
341d4b3cfe5042f687f38b9240961906,b94cf8d4f5e14fdea7faf6df13a6dead,delivered,2017-01-12 12:34:18,2017-01-12 18:44:18,2017-01-15 10:44:18,2017-01-21 12:34:18,2017-02-06 12:34:18
63db35a9ab4f46358feda53b3a82e2e1,f35b5dbc429940ca89c43eb7df3a419e,canceled,2017-01-18 14:45:52,2017-01-19 01:32:52,,,2017-02-03 14:45:52
6305ea4f4c8143c9a07a5eb4a0190381,38fbe406d8fb4afdb941f037d07c084d,delivered,2017-01-22 22:20:03,2017-01-23 01:33:03,2017-01-24 22:33:03,2017-02-01 22:20:03,2017-02-16 22:20:03
7c778a33125c4c9aa5bfc8eb68f68c85,843f82cffb0049a3ac6d30373a9596b7,delivered,2017-01-12 08:56:18,2017-01-12 18:54:18,2017-01-14 17:54:18,2017-01-25 08:56:18,2017-02-05 08:56:18
6dd863f543b2422e97bb4c970074053f,8cb0af1718a547a4886e2b111747d176,delivered,2017-01-09 13:30:28,2017-01-10 00:18:28,2017-01-12 00:18:28,2017-01-26 13:30:28,2017-02-02 13:30:28
013a6877901f48569288cfbde724c5aa,7b52f7d760a24c2d88f839d36da2b683,delivered,2017-01-14 06:34:00,2017-01-14 09:54:00,2017-01-16 10:54:00,2017-02-01 06:34:00,2017-02-06 06:34:00
8777e32601c64279a46ccccef6c74a17,da76a3be8893484e92191b0c20eb856d,delivered,2017-01-24 04:10:39,2017-01-24 11:04:39,2017-01-26 04:04:39,2017-01-27 04:10:39,2017-02-10 04:10:39
602f1fe03acc417fad771ee8dde303d3,a8402a4e96314055a085edf84fb719ae,delivered,2017-01-01 21:45:11,2017-01-02 08:26:11,2017-01-04 07:26:11,2017-01-16 21:45:11,2017-01-20 21:45:11
6df3391ba5be40a8aec5592b295c5cb1,bb9fa45222534a00a45ba6e673a54ce7,delivered,2017-01-21 08:36:11,2017-01-21 14:26:11,2017-01-24 11:26:11,2017-02-05 08:36:11,2017-02-04 08:36:11
f3f260f858bb41b7934460647bdb3bdb,7acde15b5099415e8704d19f7bf955fe,shipped,2017-01-22 15:49:19,2017-01-23 02:53:19,,,2017-02-11 15:49:19
eb805870d7184331ae96b98a3a4e27d4,e2ff66aeaabe4f3c8dface216bf90315,delivered,2017-01-12 17:16:25,2017-01-13 04:47:25,2017-01-14 20:47:25,2017-01-22 17:16:25,2017-01-31 17:16:25
d9e55f9c15b6405288653268c86ad1ed,89b31dbfcc48480f91afbab1d1d674b1,delivered,2017-01-14 02:56:02,2017-01-14 08:45:02,2017-01-16 09:45:02,2017-01-23 02:56:02,2017-02-07 02:56:02
c172d7975a9041998e7bd39ff429fbeb,a52ece2f4d8e4c7da3ba94085a045129,delivered,2017-01-25 05:26:21,2017-01-25 16:04:21,2017-01-28 06:04:21,2017-02-12 05:26:21,2017-02-13 05:26:21
2f2a3848e6ae4bd790c4364cb03fb8e8,d5c0946f6106483fb34630fb9ed0d619,delivered,2017-01-23 13:32:40,2017-01-23 15:34:40,2017-01-26 03:34:40,2017-02-09 13:32:40,2017-02-10 13:32:40
66a43d2a54b64962a63b6237f60fb45b,9b21796f4b734efdabd4417d18402c8b,delivered,2017-01-15 16:48:20,2017-01-16 01:11:20,2017-01-18 20:11:20,2017-02-01 16:48:20,2017-01-29 16:48:20
23dc3f8d4ff64823887ffbd1bded8493,b456674d288d4d0884545f1ed689d753,delivered,2017-01-24 16:42:12,2017-01-25 00:01:12,2017-01-26 18:01:12,2017-02-03 16:42:12,2017-02-09 16:42:12
7f4d06954ea840be907cdd3b2c4f207a,69f35079b8cc4024ac304ae954e7846f,delivered,2017-01-14 11:09:30,2017-01-14 22:21:30,2017-01-16 20:21:30,2017-01-29 11:09:30,2017-01-30 11:09:30
ed25b5c930c04283b2e5572a40245d35,a4ab84e06a824e6bbe1afe2d5440d280,delivered,2017-01-27 11:08:28,2017-01-27 11:50:28,2017-01-28 13:50:28,2017-02-09 11:08:28,2017-02-14 11:08:28
8694e25d6ca945a2939cfc26ebdd4021,fb21f10211324823a2e1bd95257c75c0,delivered,2017-01-02 12:43:25,2017-01-02 16:23:25,2017-01-04 02:23:25,2017-01-12 12:43:25,2017-01-23 12:43:25
e78f05a1a50443adb49d69c57aafc6a0,c99929772f2b43f78f9ac99cbb11325b,delivered,2017-01-26 07:14:41,2017-01-26 18:35:41,2017-01-28 03:35:41,2017-02-09 07:14:41,2017-02-13 07:14:41
991588be10f9448e9b7087c6af0b0ef8,b3afb00b9f1548d6a0a535c63699eac6,delivered,2017-01-06 23:00:59,2017-01-07 04:44:59,2017-01-08 17:44:59,2017-01-17 23:00:59,2017-01-27 23:00:59
6bae978e1f264cc9875832b05f87d8c7,b1f222ae546e4f2b83a2664609f4c737,delivered,2017-01-05 17:59:05,2017-01-05 21:05:05,2017-01-08 20:05:05,2017-01-21 17:59:05,2017-01-25 17:59:05
a57e4d358599423186c0e94bd7ebbdf2,461d9105751e486ca8a452fbab11f290,delivered,2017-01-27 12:50:16,2017-01-27 22:59:16,2017-01-29 02:59:16,2017-02-11 12:50:16,2017-02-12 12:50:16
b03f946a128d48b3aacb822a352c8bbd,883c2d01e1b14ce5ae7ef43897a3290b,delivered,2017-01-30 05:22:03,2017-01-30 15:24:03,2017-01-31 22:24:03,2017-02-13 05:22:03,2017-02-16 05:22:03
1d030a9bcd20455e896037b55c5119c1,72d388bfad4c40ce84cfc00a7f5dd021,delivered,2017-01-06 15:04:37,2017-01-06 22:02:37,2017-01-08 05:02:37,2017-01-21 15:04:37,2017-01-22 15:04:37
b45b930ae95f4d448ee9453cf1e5ea36,21b1bb72fc0d4a79a930ab4b86b00111,delivered,2017-01-27 21:03:48,2017-01-27 22:03:48,2017-01-29 05:03:48,2017-02-13 21:03:48,2017-02-17 21:03:48
59e790f2c7534732b14ad58c7abe1647,a84f93e09aa941c3a4ed208089d43dfb,delivered,2017-01-18 12:16:36,2017-01-18 12:40:36,2017-01-20 17:40:36,2017-01-27 12:16:36,2017-02-02 12:16:36
25060a06ab3945ec83d97ada1dfd25e9,aff192dc8934400ea9f5bbd56deacc79,delivered,2017-01-13 05:06:53,2017-01-13 05:51:53,2017-01-16 05:51:53,2017-01-23 05:06:53,2017-02-03 05:06:53
