customer_unique_id,customer_id,customer_zip_code_prefix,customer_city,customer_state,first_order_timestamp,cohort_month
52106a35d82049b6beca5aa1637cb677,f98b64853b5e47e3a1ec6ae47f06c508,50155,rio de janeiro,RJ,2017-01-06 16:22:18,2017-01
7f097ea1fc2f48b6821074839b377d2c,4d4e14c93df940239cfde23d2562d39c,91146,fortaleza,CE,2017-01-14 07:41:28,2017-01
3201b1ecb22c48ed87c08e47c3b10191,e6ede329de2c4e07bae4f19021091cf2,54588,maringa,PR,2017-01-28 11:03:11,2017-01
82d94cfacd4c4878a5b547e4d57da7ef,2de509a0bbc54616a6bbc5785314cfc9,14970,feira de santana,BA,2017-01-28 02:03:59,2017-01
48cd79deaf704541b3c8f241426f1182,78b2aa079fdc4813bd2087850f4def14,56846,campinas,SP,2017-01-18 14:33:18,2017-01
14e3612835074cdb85634ad879d3f834,a9d5c85711894c8988bd7cc4a62d8909,35249,contagem,MG,2017-01-25 11:54:50,2017-01
6eb4b7c3ecce4cd7b8d4d8c6e7012a77,c1b5a0443d8f471585921885e2d57ad5,56517,ribeirao preto,SP,2017-01-21 02:25:35,2017-01
fd36881dd31d4dccb8d23e11887fd9ff,6def38cc2fee48e09d6289761016ee81,48925,ribeirao preto,SP,2017-01-23 18:19:30,2017-01
9ba6f3627dab435ca19bc4a477716141,d60eeca946a2413ca9d576ea8ecaaf47,90208,contagem,MG,2017-01-15 12:31:52,2017-01
036355a3727b4586bcb7da4d71fe5f9f,35c4717a287c4ac1997a00bdafc23186,99955,canoas,RS,2017-01-18 10:52:26,2017-01
f6da55a4c19f4371a58923efc5aa311a,1156fe5854e24aacb7f4aa309d9cf334,55162,campinas,SP,2017-01-26 16:23:37,2017-01
993beba24c694d2fa42bea0efd8a1596,c99b3c4dc1a449b3acc5165a4ef4506e,24425,duque de caxias,RJ,2017-01-21 07:17:46,2017-01
b549eb5884c141e7aacd53a8b5ea9464,77a042e9d336452284bce17b92cb623f,74281,contagem,MG,2017-01-17 06:44:07,2017-01
7185fc2a51ae4fa48cef5f00f79a8017,e8ed8bf4c5d84e74a3bdd3e7203b8d09,64407,ribeirao preto,SP,2017-01-15 09:29:16,2017-01
b78222ecc9854ae49c0d06b367400eb9,8d4aea53ab3f451780f1c0b17d618617,41193,nova iguacu,RJ,2017-01-25 16:03:11,2017-01
788427d9707b440ba66c15c02b1a64fa,2b83a17d89fb4cdbb72213e2260add11,93470,pelotas,RS,2017-01-31 00:47:31,2017-01
c908de0751da4d6888ad2b887df4ead8,ed2856b23a6b407fbe9b6fffbbaad183,97440,santos,SP,2017-01-22 09:43:29,2017-01
58e7dd4c43a44e34976faaa3f2e248c9,482e6c7b8b0d4a0388557f1c0a94811c,87413,londrina,PR,2017-01-05 00:30:49,2017-01
d952d4b4d29e44ce9fdcb6ff6654ecca,5f9110ef057d4af587453b22955ad8b2,99017,belo horizonte,MG,2017-01-15 00:32:56,2017-01
a96fe60c1c0441a787ed2b5b16a64a49,990e6151834b42039e919dce1ce8e842,59536,salvador,BA,2017-01-18 05:36:57,2017-01
69397959afc64986b63274b13793a618,c1a5f14a7b4e4fa88748090a11d88319,14143,campinas,SP,2017-01-01 04:28:33,2017-01
d1eeb25071b04a9699dd43b93dd4db53,902151ac08df45aa9d351125fdee5e4f,67629,salvador,BA,2017-01-26 14:38:03,2017-01
7f159bbf065e425d9ed3ff6692a5ff3d,addb47b576764c73b1efe1b87954e1c3,45359,santos,SP,2017-01-27 13:01:57,2017-01
07dde8c656bd4d59b8dae8e237353a91,f9369355eadd47c6ac5913184f57b3b5,81481,ribeirao preto,SP,2017-01-16 23:50:35,2017-01
c7ddabaf3cd04513bfcf250e0e44853d,1df856d4d24e4630b4e1e4f1a2b45a2b,22068,sao paulo,SP,2017-01-05 16:35:06,2017-01
141107751a964e5a98de080e9880c54e,2119cf768ade43c6874287d6ebd138f8,84345,brasilia,DF,2017-01-06 15:09:14,2017-01
25ded631865949eb87cf58030ac88997,851831482acb42aca5a74e55d3bca0aa,12939,porto alegre,RS,2017-01-25 17:37:41,2017-01
54095a8f50124df6a0778bd15b293911,ea5258b53ed349318afe4ac661a99c77,62822,campinas,SP,2017-01-10 13:48:54,2017-01
d68a5fab20404310bca75b9252cd9ee5,d9043394ec784e32aa12a0bffee25691,58065,ribeirao preto,SP,2017-01-07 04:59:58,2017-01
03c67e796d0e4bba844c3d5286925d7e,24111c33874d4423948dedc3f21037fd,09399,sao paulo,SP,2017-01-27 09:16:28,2017-01
9fe7ace3b0f84147948ec44558bb66ef,115bd07f092442678f6dc0d234de3787,30067,guarulhos,SP,2017-01-11 19:43:55,2017-01
114e58bf606c48a1b33be23bf7cfcf35,2ef793f15dfe4c168258f05a5d7f1e76,11490,contagem,MG,2017-01-27 08:54:14,2017-01
2dcdfd9f0c0f4c469404d72f89e294d0,fe8adf49fd924ba7bdc5289382297295,95960,belo horizonte,MG,2017-01-16 07:27:47,2017-01
745f9fd1183b4c898b73518e9d446f32,a06b549448cd42cba9856e1cf235f4dd,53513,olinda,PE,2017-01-15 07:14:14,2017-01
01ab26520d974ad19f9a829cda838899,c9fe186b59f44e4c8a5edf600833325e,94271,caucaia,CE,2017-01-30 09:50:43,2017-01
5a25ae16c93b4b078c22a9f0c4f97233,9fed5b7e1a9c4a6a9ab4065184adb917,23973,belo horizonte,MG,2017-01-04 04:47:43,2017-01
b308d29dd2d54bd48abaa937feed590b,ee5e3315468f48e99dc632bb80796614,58536,santos,SP,2017-01-09 21:08:48,2017-01
98b05bec028e4f829aa85f221d22d5fb,cbe02d8fe6dc446c912a79bffd454189,27438,sao paulo,SP,2017-01-23 00:04:07,2017-01
20919fc8ab9f4226958572d1845a7c09,57f507ff41d34c3e89ceec2358ba1da7,26525,nova iguacu,RJ,2017-01-29 13:29:45,2017-01
7d7c3d9198e143c693cf1225689061ba,9e420b97f3cf41ed8f2dedb9d0baef47,79579,rio de janeiro,RJ,2017-01-29 23:45:32,2017-01
ca45da289a0e4ac0820c8ca348a926fb,5c5117d98f7e48ef9766050f46a092bf,81634,uberlandia,MG,2017-01-18 06:14:19,2017-01
bb171d42067140c9905a15a427f6fb43,a12e91cae7784f28bbb394b7d1b430d1,89345,fortaleza,CE,2017-01-02 07:32:54,2017-01
ced69f65e2324af0b7bc36173adc91a7,96b4fd7138f142aaa4fb1720eefe1137,48151,brasilia,DF,2017-01-30 22:36:23,2017-01
3aaa94d86f9e40c18aa04e95ac44be62,fc5b176e4b514486aafabe5c9fc4e091,86854,campinas,SP,2017-01-23 05:41:37,2017-01
efac1769cfc54cf690e9d39a6d96944e,114fe688ff1a4b8bb2552e329ec5aff7,21636,sao paulo,SP,2017-01-19 17:25:13,2017-01
7167daa03dbf45a78b3a8d99bcbc6b86,c2b75faefc2d43c9a6b46081e4533d93,37167,salvador,BA,2017-01-30 01:49:14,2017-01
5d40872165794f80b5299967956c4610,6c4f94a3654e4450845a4d38d80b7262,47285,feira de santana,BA,2017-01-23 19:34:47,2017-01
e8941ac29bb54b82b7040c692bb92e40,cb9039749f1348a29338a1fdf27a78b9,54143,santos,SP,2017-01-06 14:49:11,2017-01
9c8bb0e5939340648ad5d80182ece848,4b1336cae00147ad8e23949dd29de1ae,68861,londrina,PR,2017-01-10 05:54:14,2017-01
1a43b09400c94e7fb5919bbd67f825ea,ba3d6d34f35a4093895f83d17f948a7c,97590,porto alegre,RS,2017-01-27 05:31:49,2017-01
c677130d1ff84908a19ee5ccaa50b069,b70fdeca25ec44408c6df4057ae182ed,12818,rio de janeiro,RJ,2017-01-31 07:34:10,2017-01
310c35946cdc4be3af47c922c4e52b66,2eac103470314c79846b1ede53b9f499,38289,ribeirao preto,SP,2017-01-23 08:26:01,2017-01
b5fba047ab674768952fbc34182226b0,0e62eec923b34a2c9189bdd9f930ea8a,46544,brasilia,DF,2017-01-21 17:27:50,2017-01
6226c3f694174f5fb80e26633bd6be26,a119cc6895024ff286c655a9f9e91492,30661,pelotas,RS,2017-01-19 02:48:31,2017-01
14ef8b666e8749b0a11d0cb848b0c687,94478e1a7d424a60a9072d14078d2772,26496,ribeirao preto,SP,2017-01-30 02:05:50,2017-01
9564beac35354f36bc4e07e45e141518,a721a87ab0824146afb70bf2a3f3cdd0,53947,canoas,RS,2017-01-24 13:13:30,2017-01
2922e53fda8e4a3e8fcf730c0fccabdc,c117e78b50c94539840c3bdb6b5ad603,35223,curitiba,PR,2017-01-17 02:39:12,2017-01
cfc6ef8e22954c7786d7f9069b5706b0,8f5a1361c1314f9c96eff1b8b34412a5,54363,brasilia,DF,2017-01-15 16:58:31,2017-01
b6a73d80c24147c2bd91f0683d9eabd3,aabec6515a9e40549c613affef463c2d,14954,ribeirao preto,SP,2017-01-14 12:35:24,2017-01
9a7f84eb8d944099877050ea8ceb8843,03093dc1a13f43a99bf38a833ab0f53b,66951,cuiaba,MT,2017-01-18 05:12:28,2017-01
d863563e53ad499dad3bab1deda9375f,dbaeede5a3b349149065938089b50ddf,45560,guarulhos,SP,2017-01-28 15:36:01,2017-01
4b38eed389cd46dd9974ee26c62f84cf,132b9bfa26d74befbc1ad3b2eb49ec0d,68277,belo horizonte,MG,2017-01-12 13:30:04,2017-01
def282a9872c4057a08dc84c5d3f101b,c587662e02114c699550cb489f7ff114,71504,contagem,MG,2017-01-14 04:51:49,2017-01
6fe03daa2b1c41bc8c54807180f3f25b,6d1f8b8f984146198193e4b06ae0d6e5,33786,ribeirao preto,SP,2017-01-29 03:55:10,2017-01
7dbfe679e9b64658a26369c3f158bd6c,867364128c73483585fad35bb2d9e08d,50424,duque de caxias,RJ,2017-01-04 04:18:30,2017-01
0a9f01cb3bcb4c1e8902a67eb7bb19ef,fcd0410d3a5d439a8b2ca794325a220b,32886,aparecida de goiania,GO,2017-01-24 08:03:39,2017-01
7beab31cdbed471494ceb2338ccbf67f,3294d887301542ff82c563a44f2548d6,61142,contagem,MG,2017-01-17 03:19:47,2017-01
ea031fb9d2e64d6db817310e4698208e,85e5dcb26f234f6d84aad5544e4c79a4,77916,duque de caxias,RJ,2017-01-03 19:09:00,2017-01
f39b9e37aa5e43c586f65a6dd43fccc1,faa9d80d7f5f43ae8bcd1ea7d42f0453,64172,sao paulo,SP,2017-01-12 12:34:18,2017-01
9755eabb32234c718f293750396285a8,2ed2c7f444e443dcaa8a0e7bab893c2f,34792,sao paulo,SP,2017-01-18 14:45:52,2017-01
1741225b8a024415bc17b825a7155dcc,f5112099e1f24deba1c3869da85c8099,51157,sao paulo,SP,2017-01-22 22:20:03,2017-01
1195c691e94549dc910549d9d568c14c,453291cbbb03439e95922f0a2ae01fa6,89724,fortaleza,CE,2017-01-12 08:56:18,2017-01
4e150351c3b4482eac20cc48fd359892,2bedf3df058d44e6a5d9d90d30125ff2,42383,londrina,PR,2017-01-09 13:30:28,2017-01
7893dacb9ac64209855dc12e1ec957af,d9141d049cdf408f85a709e66ed3e6d4,47281,caucaia,CE,2017-01-14 06:34:00,2017-01
9e5e226762c74958a456d89b506ce76d,a74afacd54db4f838d00db450cbad47c,71208,ribeirao preto,SP,2017-01-24 04:10:39,2017-01
1f34f88640ef46658bb3605b31690a9a,8a7d81a9b0724305a788ad9e306e128d,92857,porto alegre,RS,2017-01-01 21:45:11,2017-01
4d373e074d584fb282e92c3fc6aa2ea2,0cb74b6fb35f4ee9aaefefb60acd07c4,33539,guarulhos,SP,2017-01-21 08:36:11,2017-01
422e2a6f8ba44810880847d8d6b75c49,31dae1876f72402b919bd7e7128bceea,13190,joinville,SC,2017-01-22 15:49:19,2017-01
bde37fa1e66246428445f22c33500031,ed07caa0a9284349be9f781a59c3c5a0,89302,santos,SP,2017-01-12 17:16:25,2017-01
335cfcc0c5e4493794251a7844f98754,c957a23488d74a4bb0a7c1e96d0902cd,10965,guarulhos,SP,2017-01-14 02:56:02,2017-01
06a58dfc13e24d8aa8f731928110ae1a,442d360d06f345d5b2459f180ac1c109,63463,uberlandia,MG,2017-01-25 05:26:21,2017-01
c7ddabaf3cd04513bfcf250e0e44853d,8db43ff81b0c44ccbad0459f2c81b3fe,22068,sao paulo,SP,2017-01-23 13:32:40,2017-01
9b966a744272440eb5d1c21816127fe6,a8faefdeab4e41c3a258de5ccc781690,47338,guarulhos,SP,2017-01-15 16:48:20,2017-01
555c75730ea146d4b1a8d45673918a20,b83538c167c14286920ca9f2c36405d0,76197,uberlandia,MG,2017-01-24 16:42:12,2017-01
ac99144d64f0469c8a93fd4f1eef3556,05169276978940b6af1ec581357083e5,24957,contagem,MG,2017-01-14 11:09:30,2017-01
428750f3ebe548c286b664772d2d6fe1,d47e4fed8a194a2f8d4f87be4351b928,66404,caxias do sul,RS,2017-01-27 11:08:28,2017-01
4831a0635c66473aa858b437a9642856,d63ae7e5f8854a82b1832e3e02663dbd,31783,campo grande,MS,2017-01-02 12:43:25,2017-01
5d55bc9cb01f438d989e4a31ac7bd623,89cc79dc109b4160a5e86386f439749e,35787,campinas,SP,2017-01-26 07:14:41,2017-01
0f3f4181768d44219af96e02cf824d7a,ac837b883433408a9d44e674c63a6346,31042,niteroi,RJ,2017-01-06 23:00:59,2017-01
21cb3a1fcb0e49f0a733937bf4aa3dc7,9fe92358d553446394d6f2c3d8c84029,56023,serra,ES,2017-01-05 17:59:05,2017-01
6e8baf798109403ea0ffca75827769d5,621fb3bdfe1249308eb45a7dd332c1d2,33728,florianopolis,SC,2017-01-27 12:50:16,2017-01
0381c43954b046489dbee3f7edc6c458,bf9428a9035c418884f62e127b5f0960,21446,contagem,MG,2017-01-30 05:22:03,2017-01
ee007cb1cdcc4955ad7fae1436c0500a,fe5ad34c847b46799d85b101d82ee786,16712,sao paulo,SP,2017-01-06 15:04:37,2017-01
cc6d02f970bb4c7584780280b7a805ba,cfa8092189a141bdb341eaebb3881d61,89580,salvador,BA,2017-01-27 21:03:48,2017-01
32416b58e33d4ea8b6f0f5074542a49b,502089a7fde744b8af013a039f50ad7a,81455,santos,SP,2017-01-18 12:16:36,2017-01
cdb7c76b21184f438f4db4af0d27007e,aa327d80587645358bb2d5084d2dc30e,71972,sao paulo,SP,2017-01-13 05:06:53,2017-01
aa01ed254ff94b27b20a85373cbbadf4,24f080ddc0574b479d06fbfe773973e7,64214,sao paulo,SP,2017-01-23 12:33:43,2017-01
53c81d5565d54446971f418e54ccddb2,341deaf4fe43428d94fd709968c2ada2,82352,guarulhos,SP,2017-01-06 16:18:44,2017-01
047b15b878ad4b75bc653f3fbee54b8a,082ab898a0af4164ba8753bfb14596c8,65532,guarulhos,SP,2017-01-26 02:16:59,2017-01
4928f9179d7d49f7b6846af18b56b4a8,e9f6c9da7d8946529ba261aef2f61b1a,37009,ribeirao preto,SP,2017-01-19 23:31:03,2017-01
f8b4b9877ac14818be98dda5a0726ada,9b163a0c85964d6b936719a5d44736c6,24969,duque de caxias,RJ,2017-01-01 04:02:40,2017-01
3926e739bc6147c6ac537e3de80243e6,7d9f3be70e7b428ca4d73c45fd57e059,37735,ribeirao preto,SP,2017-01-31 04:04:09,2017-01
dad3911b03cb46dba3a690712970811a,f36367b77003443fb38064a3da890b46,30110,santos,SP,2017-01-17 09:35:27,2017-01
bf91cdd0ab144797948fc9cedbd01ef0,8a4724b2709b4a21815b75218d5fd94e,08097,uberlandia,MG,2017-01-11 08:18:51,2017-01
1a2e715603d14a6eb9c641932f64b4b8,f8596ff4da604ec0a29c2654fbd423e1,56466,ribeirao preto,SP,2017-01-14 18:53:02,2017-01
87629b7f751140368729fb59d563e545,9031bc79bfa6415588be63144b9abb5b,71879,santos,SP,2017-01-21 18:42:56,2017-01
681ac88b17f64f2e86cc91eb4df6f3ac,cb6fcd96484d472a913eea974fbe48b0,66860,sao paulo,SP,2017-01-01 21:28:25,2017-01
88c66f0d075e4329bba4a1ca95adc4b4,1f87f70c1b5846b394af5958d73d66fb,52605,guarulhos,SP,2017-01-23 12:48:51,2017-01
2b8c86431f6544d2b3ade88c70233b69,80e51edd156542b6937e23a80df90eef,60925,campinas,SP,2017-01-28 00:04:16,2017-01
d169dc78171444dc893aa0e27fd431a3,2423441fd1eb461b946c978eb8145ebc,92520,rio de janeiro,RJ,2017-01-18 10:44:10,2017-01
d81a46a4810447099e436b53c6de059a,e8c773ba70e1417eb2fb72111d6dce54,42373,juiz de fora,MG,2017-01-27 18:37:57,2017-01
b3fbd876e77940589258dcc42c3592c2,453985e20bb441f6b990f4fff4cbc17f,02549,belo horizonte,MG,2017-01-17 12:23:20,2017-01
4bb1a22ead99421e9eaf645c949a2bc1,f14e12f65f43425d825a640eceb11bdb,28623,jaboatao,PE,2017-01-27 09:19:09,2017-01
14b4f4058ae943cf901a89c8330088ad,b57ecb4c62f34f948863e49603d30547,77153,duque de caxias,RJ,2017-01-20 08:08:54,2017-01
553566b745524684af48d1386b91db53,c432323ac09b4dfbafa1fb1a73dbbfec,43655,rio de janeiro,RJ,2017-01-20 17:28:04,2017-01
8a25c087f81a4c8bb117a1bb4f138ffd,6e9120ec8e4a489b8d3f49db4e69c8ca,81318,guarulhos,SP,2017-01-02 09:37:15,2017-01
4f66ea5547d544329cf477eba3e4477f,4bd8ef0ae5514d3a84a875d8eca020b3,25530,maringa,PR,2017-01-24 14:12:40,2017-01
338f79cb4d45475f871a199d233fe7b1,f7654a56b70649478ffa72ed844ceb49,35452,ribeirao preto,SP,2017-01-17 04:29:56,2017-01
692638fbf16b4e9c8e579b2fbbc1f6a3,54c75142dd4c4801b2527e3b9f85fb4a,36311,niteroi,RJ,2017-01-29 17:36:31,2017-01
c6f4d70a450e4cfc8d3fea7ba8e86e6b,c23ad562e5d344868a790ec0525b4288,81358,duque de caxias,RJ,2017-01-25 21:44:56,2017-01
82a63e173dba4e0187ebe351da063698,51d9e2068dd14b5793af7cfa6e61e913,48962,contagem,MG,2017-01-13 02:06:59,2017-01
4e65ac4c157b4c8584b480fa8ceb8a29,a41b4454870f45db9aaf09086d33aa44,66374,vitoria,ES,2017-01-13 19:55:24,2017-01
e4f91eb5da294176a18eafdc402d90ce,5bf116bec4e94b258a81ffd449ce6309,28594,olinda,PE,2017-01-27 02:46:11,2017-01
a76ea919aa644151882b158ec78e9080,afeb62b42ae7452eb019c6c0f0376ff0,92843,santos,SP,2017-01-21 02:49:06,2017-01
f31d204b9cda4fe094da6a9a72256c30,47857822a3404094b8fc836f4a1996df,48851,guarulhos,SP,2017-01-24 02:38:52,2017-01
ec2767787b5e4616ab364e301dd66f68,ce4fa52c39c848e185990519b1eace8f,37651,joinville,SC,2017-01-16 07:08:21,2017-01
36a284c94c5f4fe389d2aa8b1e142683,a8fc460af58d41b981ef6e7f75497175,24578,duque de caxias,RJ,2017-01-25 20:03:20,2017-01
d8076e6a25a04f10980066995bd1b9be,8d44226e7acc403f8855d64f916662ea,76483,niteroi,RJ,2017-01-07 02:50:04,2017-01
fd849a8aa6a5430db2d491afa6af1b19,936779ea6ee1494a870024f400a40e75,14090,caxias do sul,RS,2017-01-10 09:23:39,2017-01
1f53ef5c00aa430c8412f7813a98dba1,d479e4eee07a4de1b3cdcd576fe321d4,31907,contagem,MG,2017-01-09 03:15:22,2017-01
361c4031e6b345a1a25c0489b4b63042,c60bf1c8462546d683ae7dedf0ea98bc,50923,anindeua,PA,2017-01-21 18:17:12,2017-01
0e75d1c801b7460ea6f4bb328fae6b73,247a97a576244891ab67cdb5cde01d11,20116,uberlandia,MG,2017-01-27 14:48:34,2017-01
bf37806f91d24e88ab1b7d07ebade6ae,1d723188729c45ed9ba00ad6d7a45614,62995,niteroi,RJ,2017-01-22 00:08:06,2017-01
d94fd565e2ec493ca85056f0106831c2,c060888701fd4d96b619d093b26f9506,24148,rio de janeiro,RJ,2017-01-29 08:22:56,2017-01
3bab935891c14fbdb408125aaba6ea2e,20def8910e5c4784842d748a8ebbec93,66483,joinville,SC,2017-01-07 00:26:13,2017-01
d29cbe1275924100a0a48db54e36fab2,5a00d0a4bf6349508b00c07f69c77bf8,83660,uberlandia,MG,2017-01-09 05:51:14,2017-01
c31dcb60d2de4bee9b4e65a44b110598,a950a1ef603544e6a8dd4aaacc303aad,64782,contagem,MG,2017-01-31 16:53:41,2017-01
43c37ce271174a72a7e82eabfa12e4d8,24ad4c32d8e0404e9f5fcfeca8003c18,33895,anindeua,PA,2017-01-15 14:16:41,2017-01
2c33628581864f5086a3a8dcc6c450f5,223e410921854effb0dcd3d93919f8f7,53219,belo horizonte,MG,2017-01-29 21:45:31,2017-01
2189b261be124445aa39d9257779b2de,4e626d033f4549cd95e4e8a59ebc3968,91510,sao paulo,SP,2017-01-07 07:43:52,2017-01
42f16455663143cb80ab6f1900b8ce2c,0d286b612bb348889a293d41c5e12c2a,08869,caxias do sul,RS,2017-01-11 21:46:26,2017-01
4e0b4345950b4666b193ac26a2e0c3e9,98a90d5e356d41e6876ba69ae13db762,34330,uberlandia,MG,2017-01-20 02:38:36,2017-01
8b6d1449786f48bfa32b043f254dd001,5d59635806e847be89af7f444d55dd6f,83557,santos,SP,2017-01-08 22:10:38,2017-01
261b108a5c4a4e6c9928e4d7e1e06650,79399449cc73465c93af9270eb5670fb,59963,rio de janeiro,RJ,2017-01-13 13:25:14,2017-01
97ec1d2f89e14234beaab5f1afa68c84,eff0acd57d0648ffa709febf83e26c7f,35048,maringa,PR,2017-01-26 14:29:00,2017-01
a15173f25c484730aee9463bc6a0d53d,ff72a1fee72449f1a724e42b7a543828,48226,nova iguacu,RJ,2017-01-13 11:06:11,2017-01
389c29c0a8384a7e951df4a2b70caaa9,8336759fff26494e9efc9459dac7c1a2,46107,maringa,PR,2017-01-14 05:52:36,2017-01
be686ccbf0374ba98ff18975921b92e5,9c0d9efe0c234635ad3c49517734f048,54970,rio de janeiro,RJ,2017-01-28 01:38:52,2017-01
63f90e4f8bc64342ab3b4aca1aafb502,2126bcd0858041bda3bdd29c6e56ee61,47018,cuiaba,MT,2017-01-19 17:43:13,2017-01
8af435a3b97847d5801f507db9e8d81f,49ef542c7c7b40f29b851b548c227061,27077,ribeirao preto,SP,2017-01-17 18:09:23,2017-01
8e40b164c1b74ebf9941d2d21f194e6b,b7b03695824544aaa8007b1ea2b304ce,76483,ribeirao preto,SP,2017-01-25 23:05:44,2017-01
89ccd11c1dca47c2aabe0eeb626316d7,91eae9410a5d48838d67c5ed33808847,38304,niteroi,RJ,2017-01-05 00:29:04,2017-01
4b2d43b1075841a99d33a0a9c5e0a865,6f1fe2201a3345869fbca44ea42cc01a,43610,nova iguacu,RJ,2017-01-25 19:31:42,2017-01
2384a9cb5c4541e09f33f58ef38c32cf,333c753160fd44b6bc8eb5dd75a15470,64896,ribeirao preto,SP,2017-01-31 00:22:48,2017-01
8b5458bef6f9446b8bf565d19030d5b3,84e7d265c6a242b08d5ca168bf70ade7,11277,santos,SP,2017-01-06 12:05:19,2017-01
c4696c11154349e89737adfdcf17a92b,0bb622b486c24f3c923ece36319e7748,81434,canoas,RS,2017-01-19 20:49:58,2017-01
e53a20dd44c24e6d8fe41d1208e84541,0a9c5e641ef8480090e383ece59ea5cf,61784,guarulhos,SP,2017-01-02 00:19:41,2017-01
007d8178cd95472ca246488ca403d2ac,4af3631fdba146e08106cbd816b5fb01,22964,uberlandia,MG,2017-01-21 18:36:46,2017-01
079c29794fbe4c8098a7bb2dfc15e092,1d6f5ec4d58b487da01337b142a79345,56288,maringa,PR,2017-01-15 01:17:59,2017-01
cfddd476bba34228bee5b380f2192cd2,ffbd95f46ff24addbbca85ecbb17f596,10351,ponta grossa,PR,2017-01-09 04:47:41,2017-01
5dcdc817327e43a3932800faa543a14e,24422771d2d948fe8b72e8dcc85959e2,22233,sao paulo,SP,2017-01-23 13:18:48,2017-01
